  0.4147  0.4013  0.4078  0.3987  0.3773  0.3699  0.3839  0.4051  0.4132  0.4373  0.4091  0.3975  0.3742  0.3655  0.3531  0.3789  0.3750  0.3978
  0.4384  0.4307  0.4185  0.4011  0.3358  0.3470  0.4041  0.4026  0.3960  0.3914  0.3738  0.3803  0.3656  0.3477  0.3417  0.3640  0.4144  0.4415
  0.4099  0.3851  0.3606  0.3725  0.3215  0.3213  0.3647  0.3936  0.3866  0.3803  0.3884  0.3942  0.4001  0.3325  0.2967  0.3415  0.4106  0.4229
  0.3608  0.3250  0.2934  0.2870  0.2825  0.2991  0.3236  0.3665  0.3388  0.3050  0.3473  0.3426  0.3103  0.2570  0.2368  0.2814  0.3546  0.3735
  0.2655  0.2589  0.2446  0.2378  0.2526  0.2664  0.2780  0.2609  0.2205  0.2351  0.2422  0.2506  0.2327  0.2141  0.2169  0.2432  0.2526  0.2625
  0.2324  0.2392  0.2416  0.2485  0.2394  0.2050  0.2071  0.1875  0.2053  0.2133  0.2300  0.2218  0.1835  0.2119  0.2261  0.2006  0.2061  0.2199
  0.2347  0.2322  0.2599  0.2610  0.2229  0.1734  0.1680  0.1691  0.2212  0.2583  0.2337  0.2524  0.1596  0.2126  0.2032  0.1876  0.2099  0.2313
  0.2491  0.2584  0.2948  0.2910  0.2221  0.1626  0.1633  0.1952  0.2296  0.2326  0.2348  0.2719  0.1969  0.2502  0.2297  0.2084  0.2298  0.2477
  0.2016  0.1907  0.2026  0.2076  0.2043  0.2205  0.2311  0.2114  0.2591  0.2549  0.2241  0.2273  0.2678  0.2268  0.2646  0.2367  0.2451  0.2304
  0.1848  0.1602  0.1643  0.1872  0.2167  0.2286  0.2363  0.1918  0.2160  0.2922  0.2767  0.2359  0.3285  0.2290  0.2144  0.2365  0.2402  0.2209
  0.2482  0.2125  0.1685  0.1873  0.2431  0.2155  0.2308  0.2295  0.2296  0.2568  0.2741  0.2339  0.2511  0.2111  0.2001  0.2112  0.2260  0.2453
  0.2414  0.2490  0.2180  0.1947  0.2120  0.1921  0.2438  0.2508  0.2137  0.2315  0.2386  0.1997  0.1940  0.1997  0.1992  0.2059  0.2140  0.2255
  0.2344  0.2631  0.2703  0.2395  0.2216  0.2018  0.2467  0.2683  0.1973  0.2064  0.2206  0.1942  0.2009  0.2046  0.2128  0.2133  0.2110  0.2187
  0.2443  0.2665  0.2835  0.2796  0.2593  0.2189  0.2501  0.2507  0.2287  0.2324  0.2315  0.2413  0.2473  0.2466  0.2439  0.2171  0.2204  0.2259
  0.3329  0.3386  0.3397  0.3382  0.3298  0.3063  0.2866  0.2827  0.3064  0.2892  0.2890  0.3006  0.3103  0.3181  0.3174  0.3087  0.2540  0.3206
  0.4151  0.4115  0.4045  0.3971  0.3852  0.3710  0.3332  0.3764  0.3885  0.3679  0.3437  0.3560  0.3611  0.3649  0.4094  0.3748  0.3578  0.4161
  0.4267  0.4348  0.4361  0.4352  0.4252  0.4017  0.3873  0.4258  0.4284  0.4217  0.4113  0.4055  0.4087  0.3812  0.3790  0.3644  0.3973  0.4193
  0.4215  0.4218  0.4193  0.4132  0.3979  0.3841  0.4073  0.4118  0.4078  0.4042  0.3939  0.3869  0.3955  0.4075  0.3918  0.3850  0.3991  0.4214
