   2370.70      0.00   2808.54      0.00      0.00      0.00      0.00   2124.05      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00   2151.95
   3792.33   4463.56   4413.36   3837.38      0.00      0.00      0.00   2384.34    902.85      0.00      0.00      0.00      0.00      0.00      0.00      0.00   3084.56   3716.80
   4479.80   4577.15   4279.12   3123.00      0.00      0.00      0.00   2768.18   1683.59     48.26     47.85     51.39      0.00      0.00      0.00      0.00   3671.47   4545.41
   4948.33   4384.19   3401.01   4018.91      0.00      0.00   4078.93   4241.55   3632.52   3052.96      0.00    238.85     47.85      0.00      0.00   2917.74   4170.16   4726.58
   5165.17   4816.72   3927.99   4066.55      0.00   2401.56   5029.70   4262.00   3732.43   4199.20   4487.45   3247.99    213.36      0.00      0.00   3416.71   4461.38   4851.74
   4787.29   4625.81   4411.97   3636.89   3686.53   2486.74   4763.01   4543.82   3067.96    980.80   3093.45   4788.69   4449.17      0.00      0.00   3922.23   4573.37   5093.18
   5184.22   5165.69   4635.01   3774.54   4294.69   2337.84   4551.36   4683.27      0.00      0.00    340.10   3599.42   5091.07      0.00      0.00   4181.56   4628.69   5186.80
   5192.45   5192.45   4623.11   3550.63   4140.61   3368.15   4339.25   4615.75      0.00      0.00      0.00   2809.75   4200.20   4479.53      0.00   4294.84   4813.11   5192.45
   5192.45   5192.45   4817.29   3787.70   4411.27   4441.88      0.00   4002.92    625.46      0.00      0.00   3978.19   2004.75   4196.40      0.00   4313.85   4816.53   5192.45
   4900.59   5168.35   4989.96   3698.39   4395.82   4284.38      0.00   3681.75   3738.82      0.00      0.00   3906.49   1106.06   4005.47   3252.99   4391.39   5086.84   5192.45
   3768.53   5172.01   5115.85   3783.50   4341.40   4060.49      0.00      0.00   4246.87      0.00      0.00   3808.07   3471.07   3892.80   3942.61   4732.43   5192.45   5192.45
   3816.56   4742.53   4972.78   3841.71   4327.20   4569.71      0.00      0.00   4188.92      0.00      0.00   3583.40   3906.47   3830.17   4563.57   5192.45   5192.45   5192.45
   5097.97   5171.33   3873.66   3925.93   4204.17   4572.81      0.00      0.00   4137.15      0.00      0.00   3565.24   4368.46   4022.76   4880.19   4944.64   5190.21   5192.45
   5192.45   5116.39   4631.86   3806.66   3974.21   4378.79      0.00   3810.82   3701.48      0.00   3994.10   3679.24   3821.93   4424.05   4850.64   2316.87   4644.14   5135.04
   4676.94   4598.99   4577.15   3849.32   4283.02   4237.60      0.00   4000.87   3627.31      0.00   4187.67   3079.00   3635.21   4828.73   3283.10      0.00   2738.11   4402.45
   4530.19   4639.45   4748.99   3859.19   4268.39   4311.96   2123.32   4552.45   4123.93   4345.13   4035.45   3341.49   3779.89   4409.88      0.00      0.00      0.00   2338.42
   2077.38   3664.63   4307.80   3674.96   3611.16   4057.77   2119.26   4523.46   3994.84   4033.55   4075.31   4227.40   3644.24   4552.97      0.00      0.00      0.00   3433.82
   3216.21   3259.25   3066.59   3283.95   3616.41      0.00   3201.30   3763.42   4072.00   4098.64      0.00      0.00      0.00      0.00      0.00      0.00      0.00   3155.16
