55400	0.01847	0.40087	0.074831
55401	0.017794	0.40104	6.0146
55402	0.017122	0.40126	5.6692
55403	0.016454	0.40153	5.3173
55404	0.015844	0.40183	4.9611
55405	0.015268	0.40214	4.6167
55406	0.014767	0.40245	4.242
55407	0.014296	0.40274	3.8789
55408	0.013847	0.40302	3.5093
55409	0.01346	0.40328	3.1381
55410	0.013121	0.40353	2.76
55411	0.012855	0.40378	2.3789
55412	0.012721	0.40403	1.9995
55413	0.012624	0.40431	1.7001
55414	0.012542	0.40461	1.9093
55415	0.012549	0.40495	2.2965
55416	0.012617	0.40535	2.6764
55417	0.012805	0.4058	3.0585
55418	0.013023	0.40631	3.4376
55419	0.013285	0.40688	3.8109
55420	0.013595	0.40751	4.1803
55421	0.013932	0.40817	4.5438
55422	0.014327	0.40886	4.4923
55423	0.014715	0.40957	4.1444
55424	0.015098	0.41027	3.7931
55425	0.015522	0.41094	3.4408
55426	0.015977	0.41155	3.0898
55427	0.016479	0.41207	2.7456
55428	0.016939	0.41248	2.401
55429	0.017385	0.41275	2.0599
55430	0.017812	0.41285	1.7137
55431	0.018257	0.41277	1.3931
55432	0.018714	0.41247	1.0506
55433	0.019125	0.41196	0.71653
55434	0.019513	0.41124	0.38605
55435	0.019868	0.41032	0.054825
55436	0.020171	0.40921	6.0067
55437	0.020466	0.40795	5.6748
55438	0.020777	0.40655	5.3458
55439	0.021034	0.40507	5.0093
55440	0.021256	0.40354	4.6907
55441	0.021473	0.402	4.3558
55442	0.021669	0.40052	4.0203
55443	0.021835	0.39913	3.6885
55444	0.021941	0.39788	3.3561
55445	0.022015	0.39682	3.0241
55446	0.022017	0.396	2.6889
55447	0.022033	0.39544	2.3554
55448	0.022058	0.39518	2.0232
55449	0.021989	0.39522	1.6899
55450	0.021883	0.39558	1.3545
55451	0.021722	0.39623	1.0222
55452	0.021576	0.39717	0.6867
55453	0.021419	0.39835	0.35093
55454	0.021209	0.39975	0.016619
55455	0.020969	0.4013	5.9674
55456	0.020708	0.40296	5.6325
55457	0.020391	0.40467	5.3008
55458	0.020054	0.40638	4.967
55459	0.019688	0.40802	4.6299
55460	0.019294	0.40957	4.2981
55461	0.018898	0.41095	3.9618
55462	0.018515	0.41216	3.6274
55463	0.018131	0.41314	3.2877
55464	0.017745	0.41387	2.9499
55465	0.017289	0.41435	2.6092
55466	0.016853	0.41455	2.266
55467	0.016446	0.41448	1.9217
55468	0.016048	0.41416	1.6069
55469	0.015652	0.4136	1.2211
55470	0.015259	0.41282	0.8699
55471	0.014852	0.41188	0.51614
55472	0.014438	0.4108	0.15741
55473	0.014126	0.40963	6.0764
55474	0.013842	0.40841	5.7064
55475	0.0136	0.40718	5.3368
55476	0.013416	0.406	4.9611
55477	0.01327	0.40489	4.5909
55478	0.013218	0.40387	4.1977
55479	0.013193	0.403	3.8208
55480	0.013185	0.40226	3.4443
55481	0.013291	0.40169	3.0614
55482	0.013439	0.40129	2.6838
55483	0.013652	0.40105	2.3058
55484	0.013947	0.40098	1.9324
55485	0.014269	0.40105	1.5809
55486	0.014612	0.40126	1.1907
55487	0.015016	0.40157	0.82824
55488	0.01546	0.40196	0.4645
55489	0.016014	0.4024	0.10666
55490	0.016567	0.40288	6.0377
55491	0.01712	0.40336	5.6888
55492	0.017671	0.40382	5.3424
55493	0.018234	0.40425	4.9975
55494	0.018842	0.40463	4.6584
55495	0.019477	0.40496	4.3237
55496	0.020131	0.40523	3.988
55497	0.020765	0.40544	3.658
55498	0.021408	0.40561	3.328
55499	0.022064	0.40573	3.0007
55500	0.022731	0.40583	2.676
55501	0.023392	0.4059	2.3528
55502	0.024017	0.40596	2.0275
55503	0.024679	0.40603	1.7153
55504	0.025367	0.4061	1.3911
55505	0.026016	0.40618	1.0696
55506	0.026646	0.40628	0.7545
55507	0.027249	0.4064	0.43959
55508	0.027841	0.40654	0.12586
55509	0.028446	0.40669	6.0935
55510	0.029104	0.40685	5.7812
55511	0.029715	0.407	5.4684
55512	0.030293	0.40715	5.1564
55513	0.030874	0.40726	4.8485
55514	0.031446	0.40734	4.5322
55515	0.032004	0.40736	4.2257
55516	0.03252	0.40731	3.9168
55517	0.033027	0.40718	3.6094
55518	0.03353	0.40697	3.3005
55519	0.03403	0.40668	2.9917
55520	0.034528	0.40631	2.6839
55521	0.034947	0.40588	2.3762
55522	0.03535	0.40539	2.0648
55523	0.035728	0.40487	1.7522
55524	0.03613	0.40433	1.4656
55525	0.036526	0.40381	1.143
55526	0.036879	0.40332	0.83425
55527	0.037179	0.40288	0.52587
55528	0.037444	0.40254	0.2179
55529	0.037672	0.4023	6.1914
55530	0.037885	0.40219	5.8829
55531	0.038076	0.40222	5.5736
55532	0.038225	0.40242	5.2638
55533	0.038356	0.40277	4.9536
55534	0.038459	0.40328	4.6495
55535	0.038538	0.40394	4.3406
55536	0.038602	0.40472	4.0317
55537	0.038538	0.40561	3.7254
55538	0.038484	0.40657	3.4197
55539	0.038445	0.40756	3.1124
55540	0.038338	0.40855	2.8076
55541	0.038197	0.40948	2.5036
55542	0.037984	0.41033	2.2002
55543	0.037713	0.41104	1.8935
55544	0.037404	0.41159	1.5908
55545	0.037091	0.41194	1.2954
55546	0.036739	0.41208	0.98739
55547	0.036328	0.41199	0.68593
55548	0.03589	0.41165	0.3827
55549	0.035432	0.41108	0.080771
55550	0.034919	0.41027	6.0612
55551	0.034339	0.40924	5.7601
55552	0.033714	0.40803	5.4566
55553	0.033018	0.40666	5.152
55554	0.032316	0.40518	4.8428
55555	0.031603	0.40362	4.5482
55556	0.030832	0.40206	4.2412
55557	0.030023	0.40054	3.9355
55558	0.02912	0.39912	3.6322
55559	0.028215	0.39786	3.3271
55560	0.027307	0.39681	3.0211
55561	0.026347	0.39602	2.7171
55562	0.025359	0.39552	2.413
55563	0.024329	0.39533	2.1099
55564	0.023276	0.39548	1.8146
55565	0.022199	0.39595	1.4867
55566	0.021045	0.39673	1.2085
55567	0.019869	0.39781	0.91581
55568	0.01868	0.39914	0.62425
55569	0.017517	0.40069	0.33643
55570	0.016358	0.4024	0.05143
55571	0.015202	0.40424	6.0597
55572	0.013999	0.40612	5.7873
55573	0.0128	0.40801	5.5253
55574	0.011672	0.40983	5.2769
55575	0.010566	0.41153	5.052
55576	0.009475	0.41306	4.8231
55577	0.0085356	0.41437	4.5703
55578	0.0076907	0.41543	4.4383
55579	0.0069876	0.4162	4.313
55580	0.006597	0.41667	4.1932
55581	0.0063769	0.41684	4.1201
55582	0.0065262	0.4167	4.0447
55583	0.0069557	0.41628	3.9421
55584	0.007572	0.41557	3.8201
55585	0.0084495	0.41463	3.6585
55586	0.0094053	0.41347	3.4673
55587	0.010478	0.41214	3.2554
55588	0.011627	0.41067	3.0216
55589	0.012796	0.40911	2.7755
55590	0.013968	0.40749	2.5175
55591	0.015161	0.40587	2.2525
55592	0.016367	0.40429	1.9765
55593	0.017591	0.40277	1.7132
55594	0.018795	0.40138	1.4075
55595	0.01997	0.40013	1.1271
55596	0.021117	0.39905	0.83689
55597	0.022259	0.39817	0.54436
55598	0.023407	0.3975	0.24834
55599	0.024499	0.39704	6.2343
55600	0.025554	0.39679	5.936
55601	0.026635	0.39673	5.637
55602	0.0277	0.39685	5.3361
55603	0.028741	0.39714	5.0395
55604	0.029732	0.39757	4.7648
55605	0.030693	0.39813	4.4361
55606	0.031584	0.39879	4.1366
55607	0.032468	0.39953	3.8369
55608	0.033346	0.40035	3.5366
55609	0.034143	0.40122	3.2365
55610	0.034925	0.40214	2.9363
55611	0.035684	0.40308	2.6378
55612	0.036407	0.40405	2.3371
55613	0.037107	0.40501	2.0399
55614	0.037758	0.40598	1.7391
55615	0.038376	0.40692	1.4454
55616	0.03897	0.40785	1.1465
55617	0.039559	0.40874	0.84657
55618	0.040124	0.4096	0.55015
55619	0.040653	0.41041	0.25306
