  0.3420  0.3420  0.3420  0.3420  0.3420  0.3420  0.3420  0.3420  0.3420  0.3420  0.3420  0.3420  0.3420  0.3420  0.3420  0.3420  0.3420  0.3420
  0.3201  0.3201  0.3201  0.3201  0.3201  0.3201  0.3201  0.3201  0.3201  0.3201  0.3201  0.3201  0.3201  0.3201  0.3201  0.3201  0.3201  0.3201
  0.2674  0.2674  0.2674  0.2674  0.2674  0.2674  0.2674  0.2674  0.2674  0.2674  0.2674  0.2674  0.2674  0.2674  0.2674  0.2674  0.2674  0.2674
  0.2185  0.2185  0.2185  0.2185  0.2185  0.2185  0.2185  0.2185  0.2185  0.2185  0.2185  0.2185  0.2185  0.2185  0.2185  0.2185  0.2185  0.2185
  0.1880  0.1880  0.1880  0.1880  0.1880  0.1880  0.1880  0.1880  0.1880  0.1880  0.1880  0.1880  0.1880  0.1880  0.1880  0.1880  0.1880  0.1880
  0.1774  0.1774  0.1774  0.1774  0.1774  0.1774  0.1774  0.1774  0.1774  0.1774  0.1774  0.1774  0.1774  0.1774  0.1774  0.1774  0.1774  0.1774
  0.1807  0.1807  0.1807  0.1807  0.1807  0.1807  0.1807  0.1807  0.1807  0.1807  0.1807  0.1807  0.1807  0.1807  0.1807  0.1807  0.1807  0.1807
  0.1895  0.1895  0.1895  0.1895  0.1895  0.1895  0.1895  0.1895  0.1895  0.1895  0.1895  0.1895  0.1895  0.1895  0.1895  0.1895  0.1895  0.1895
  0.1961  0.1961  0.1961  0.1961  0.1961  0.1961  0.1961  0.1961  0.1961  0.1961  0.1961  0.1961  0.1961  0.1961  0.1961  0.1961  0.1961  0.1961
  0.1961  0.1961  0.1961  0.1961  0.1961  0.1961  0.1961  0.1961  0.1961  0.1961  0.1961  0.1961  0.1961  0.1961  0.1961  0.1961  0.1961  0.1961
  0.1895  0.1895  0.1895  0.1895  0.1895  0.1895  0.1895  0.1895  0.1895  0.1895  0.1895  0.1895  0.1895  0.1895  0.1895  0.1895  0.1895  0.1895
  0.1807  0.1807  0.1807  0.1807  0.1807  0.1807  0.1807  0.1807  0.1807  0.1807  0.1807  0.1807  0.1807  0.1807  0.1807  0.1807  0.1807  0.1807
  0.1774  0.1774  0.1774  0.1774  0.1774  0.1774  0.1774  0.1774  0.1774  0.1774  0.1774  0.1774  0.1774  0.1774  0.1774  0.1774  0.1774  0.1774
  0.1880  0.1880  0.1880  0.1880  0.1880  0.1880  0.1880  0.1880  0.1880  0.1880  0.1880  0.1880  0.1880  0.1880  0.1880  0.1880  0.1880  0.1880
  0.2185  0.2185  0.2185  0.2185  0.2185  0.2185  0.2185  0.2185  0.2185  0.2185  0.2185  0.2185  0.2185  0.2185  0.2185  0.2185  0.2185  0.2185
  0.2674  0.2674  0.2674  0.2674  0.2674  0.2674  0.2674  0.2674  0.2674  0.2674  0.2674  0.2674  0.2674  0.2674  0.2674  0.2674  0.2674  0.2674
  0.3201  0.3201  0.3201  0.3201  0.3201  0.3201  0.3201  0.3201  0.3201  0.3201  0.3201  0.3201  0.3201  0.3201  0.3201  0.3201  0.3201  0.3201
  0.3420  0.3420  0.3420  0.3420  0.3420  0.3420  0.3420  0.3420  0.3420  0.3420  0.3420  0.3420  0.3420  0.3420  0.3420  0.3420  0.3420  0.3420
