   2.8586198e+00   2.8586198e+00   2.8586198e+00   2.8586198e+00   2.8586198e+00   2.8586198e+00   2.8586198e+00   2.8586198e+00   2.8586198e+00   2.8586198e+00   2.8586198e+00   2.8586198e+00   2.8586198e+00   2.8586198e+00   2.8586198e+00   2.8586198e+00   2.8586198e+00   2.8586198e+00
   2.3465741e+00   2.3465741e+00   2.3465741e+00   2.3465741e+00   2.3465741e+00   2.3465741e+00   2.3465741e+00   2.3465741e+00   2.3465741e+00   2.3465741e+00   2.3465741e+00   2.3465741e+00   2.3465741e+00   2.3465741e+00   2.3465741e+00   2.3465741e+00   2.3465741e+00   2.3465741e+00
   4.4521493e+00   4.4521493e+00   4.4521493e+00   4.4521493e+00   4.4521493e+00   4.4521493e+00   4.4521493e+00   4.4521493e+00   4.4521493e+00   4.4521493e+00   4.4521493e+00   4.4521493e+00   4.4521493e+00   4.4521493e+00   4.4521493e+00   4.4521493e+00   4.4521493e+00   4.4521493e+00
   3.5660526e+00   3.5660526e+00   3.5660526e+00   3.5660526e+00   3.5660526e+00   3.5660526e+00   3.5660526e+00   3.5660526e+00   3.5660526e+00   3.5660526e+00   3.5660526e+00   3.5660526e+00   3.5660526e+00   3.5660526e+00   3.5660526e+00   3.5660526e+00   3.5660526e+00   3.5660526e+00
   3.5082321e+00   3.5082321e+00   3.5082321e+00   3.5082321e+00   3.5082321e+00   3.5082321e+00   3.5082321e+00   3.5082321e+00   3.5082321e+00   3.5082321e+00   3.5082321e+00   3.5082321e+00   3.5082321e+00   3.5082321e+00   3.5082321e+00   3.5082321e+00   3.5082321e+00   3.5082321e+00
   6.2585941e+00   6.2585941e+00   6.2585941e+00   6.2585941e+00   6.2585941e+00   6.2585941e+00   6.2585941e+00   6.2585941e+00   6.2585941e+00   6.2585941e+00   6.2585941e+00   6.2585941e+00   6.2585941e+00   6.2585941e+00   6.2585941e+00   6.2585941e+00   6.2585941e+00   6.2585941e+00
   5.8711381e+00   5.8711381e+00   5.8711381e+00   5.8711381e+00   5.8711381e+00   5.8711381e+00   5.8711381e+00   5.8711381e+00   5.8711381e+00   5.8711381e+00   5.8711381e+00   5.8711381e+00   5.8711381e+00   5.8711381e+00   5.8711381e+00   5.8711381e+00   5.8711381e+00   5.8711381e+00
   4.3417193e+00   4.3417193e+00   4.3417193e+00   4.3417193e+00   4.3417193e+00   4.3417193e+00   4.3417193e+00   4.3417193e+00   4.3417193e+00   4.3417193e+00   4.3417193e+00   4.3417193e+00   4.3417193e+00   4.3417193e+00   4.3417193e+00   4.3417193e+00   4.3417193e+00   4.3417193e+00
   3.5082321e+00   3.5082321e+00   3.5082321e+00   3.5082321e+00   3.5082321e+00   3.5082321e+00   3.5082321e+00   3.5082321e+00   3.5082321e+00   3.5082321e+00   3.5082321e+00   3.5082321e+00   3.5082321e+00   3.5082321e+00   3.5082321e+00   3.5082321e+00   3.5082321e+00   3.5082321e+00
   3.5082321e+00   3.5082321e+00   3.5082321e+00   3.5082321e+00   3.5082321e+00   3.5082321e+00   3.5082321e+00   3.5082321e+00   3.5082321e+00   3.5082321e+00   3.5082321e+00   3.5082321e+00   3.5082321e+00   3.5082321e+00   3.5082321e+00   3.5082321e+00   3.5082321e+00   3.5082321e+00
