0	0	0	0	2.9764e-07	8.3814e-09	8.268e-09	8.3706e-09	8.2129e-09	8.1079e-09	7.7933e-09	6.7674e-09	6.6763e-09	1.9234e-07	0	0	0	0
0	0	0	0	4.1051e-07	9.9924e-09	9.7382e-09	9.8863e-09	9.9639e-09	1.0127e-08	1.0592e-08	1.0274e-08	9.2905e-09	2.7484e-07	0	0	0	0
0	0	0	0	4.9787e-07	9.9269e-09	1.0282e-08	1.0286e-08	1.08e-08	9.163e-09	8.4597e-09	7.6429e-09	6.9046e-09	2.0169e-07	0	0	0	0
0	0	0	0	4.8555e-07	7.7904e-09	6.1801e-09	6.5822e-09	6.6745e-09	6.4441e-09	6.19e-09	5.2379e-09	4.1746e-09	1.6126e-07	0	0	0	0
0	0	0	0	1.8691e-07	3.6862e-09	2.8636e-09	2.5879e-09	3.5474e-09	3.1463e-09	2.9249e-09	2.5853e-09	2.4866e-09	1.8966e-07	0	0	0	0
0	0	0	0	2.2356e-07	4.8609e-09	3.5257e-09	3.4303e-09	3.4051e-09	3.4949e-09	3.6999e-09	4.0326e-09	5.2887e-09	4.0563e-07	0	0	0	0
0	0	0	0	2.6027e-07	7.3113e-09	6.2572e-09	6.192e-09	6.3625e-09	6.5889e-09	6.9891e-09	7.4488e-09	9.083e-09	6.8675e-07	0	0	0	0
0	0	0	0	3.0704e-07	9.9775e-09	1.0455e-08	1.0089e-08	1.0243e-08	1.0523e-08	1.1073e-08	1.1903e-08	1.3393e-08	8.393e-07	0	0	0	0
0	0	0	0	2.7436e-07	1.0006e-08	1.0731e-08	1.0523e-08	1.0643e-08	1.0854e-08	1.1174e-08	1.1699e-08	1.3032e-08	7.4402e-07	0	0	0	0
9.3604e-09	9.4098e-09	9.4657e-09	9.3295e-09	8.2305e-09	9.5933e-09	1.0243e-08	1.0276e-08	1.0262e-08	1.0376e-08	1.0576e-08	1.0747e-08	1.0868e-08	9.9761e-09	9.2478e-09	9.6892e-09	9.4649e-09	9.3709e-09
1.145e-08	1.092e-08	1.0318e-08	9.7839e-09	9.7085e-09	9.6716e-09	9.898e-09	9.9326e-09	1.004e-08	1.0193e-08	1.0395e-08	1.0666e-08	1.1086e-08	1.1493e-08	1.2648e-08	1.2703e-08	1.2375e-08	1.1938e-08
7.1878e-09	6.8579e-09	6.5317e-09	6.2656e-09	6.3141e-09	6.4755e-09	6.6344e-09	6.6888e-09	6.7761e-09	6.9111e-09	7.0791e-09	7.2902e-09	7.5734e-09	7.8905e-09	8.2132e-09	8.0975e-09	7.8248e-09	7.5125e-09
4.2857e-09	4.3776e-09	3.9654e-09	3.7457e-09	3.8298e-09	3.4711e-09	3.6563e-09	3.8148e-09	3.8434e-09	3.9562e-09	4.2871e-09	4.8219e-09	4.8226e-09	5.0735e-09	4.8805e-09	4.5326e-09	4.5544e-09	4.4474e-09
2.974e-09	2.7851e-09	2.8016e-09	3e-09	2.7699e-09	3.1384e-09	2.9732e-09	2.8234e-09	3.197e-09	3.3758e-09	3.3539e-09	3.3428e-09	3.2906e-09	3.2942e-09	3.3921e-09	3.2284e-09	3.1487e-09	3.0325e-09
9.1384e-09	9.0948e-09	9.1423e-09	8.923e-09	8.6883e-09	8.7735e-09	8.9844e-09	8.8902e-09	8.9248e-09	8.8918e-09	9.2019e-09	9.458e-09	9.7074e-09	9.3621e-09	9.2585e-09	9.2624e-09	9.196e-09	9.1921e-09
1.5829e-08	1.5626e-08	1.5655e-08	1.6053e-08	1.5736e-08	1.5835e-08	1.59e-08	1.5835e-08	1.5542e-08	1.5384e-08	1.5306e-08	1.5535e-08	1.5911e-08	1.6013e-08	1.5858e-08	1.5833e-08	1.6003e-08	1.6059e-08
1.9279e-08	1.9294e-08	1.9323e-08	1.9359e-08	1.9402e-08	1.9439e-08	1.9466e-08	1.9482e-08	1.9483e-08	1.9473e-08	1.945e-08	1.9417e-08	1.9383e-08	1.9351e-08	1.9325e-08	1.9304e-08	1.9288e-08	1.9278e-08
1.7772e-08	1.7794e-08	1.7812e-08	1.7814e-08	1.7795e-08	1.7762e-08	1.7727e-08	1.771e-08	1.7721e-08	1.7746e-08	1.7791e-08	1.783e-08	1.7861e-08	1.7873e-08	1.786e-08	1.7816e-08	1.7774e-08	1.7757e-08
