57930	0.02059	0.39412	6.23343	82.09769
57929	0.02035	0.39457	5.93756	98.9535
57928	0.02008	0.39497	5.64111	115.88701
57927	0.0198	0.39531	5.33847	133.24559
57926	0.01944	0.39556	5.04027	150.44404
57925	0.01909	0.39575	4.73496	168.15353
57924	0.01874	0.39585	4.42911	185.9976
57923	0.01826	0.39587	4.12065	204.09389
57922	0.01784	0.3958	3.81078	222.34416
57921	0.0174	0.39567	3.49899	240.75701
57920	0.01684	0.39548	3.18455	259.34604
57919	0.01638	0.39521	2.87098	277.86904
57918	0.01581	0.3949	2.55904	296.25281
57917	0.01528	0.39454	2.24094	314.93411
57916	0.0147	0.39413	1.9303	333.096
57915	0.0141	0.3937	1.6173	351.31048
57914	0.01352	0.39324	1.30293	4.28467
57913	0.01288	0.39277	0.99189	22.23473
57912	0.01221	0.39229	0.67616	40.40518
57911	0.01163	0.39181	0.3648	58.30082
57910	0.01091	0.39134	0.04385	76.74378
57909	0.01025	0.39088	6.0076	95.12207
57908	0.00958	0.39046	5.68852	113.51989
57907	0.00891	0.39006	5.35588	132.7542
57906	0.00822	0.3897	5.0206	152.20308
57905	0.00752	0.3894	4.69024	171.42537
57904	0.0069	0.38917	4.33325	192.24167
57903	0.0062	0.389	3.98065	212.84301
57902	0.00555	0.38891	3.6094	234.5463
57901	0.00496	0.38891	3.22368	257.08965
57900	0.00438	0.38901	2.82075	280.61592
57899	0.00386	0.3892	2.37376	306.67435
57898	0.00344	0.38951	1.92601	332.73381
57897	0.00313	0.38993	1.41584	362.38222
57896	0.00298	0.39044	0.88554	27.92293
57895	0.00293	0.39105	0.35398	58.7471
57894	0.00309	0.39176	6.10988	89.30802
57893	0.00337	0.39253	5.63282	116.95199
57892	0.00372	0.39336	5.1547	144.6678
57891	0.00413	0.39425	4.7434	168.53218
57890	0.0046	0.39513	4.34702	191.56432
57889	0.00512	0.39601	3.96127	214.01973
57888	0.0056	0.39688	3.60556	234.76916
57887	0.00608	0.39766	3.25204	255.42563
57886	0.00666	0.39838	2.91697	275.02814
57885	0.00709	0.39899	2.57929	294.79076
57884	0.00761	0.39947	2.25529	313.74785
57883	0.00809	0.39981	1.93804	332.28573
57882	0.00856	0.39998	1.621	350.77336
57881	0.00904	0.39997	1.30794	3.74242
57880	0.00943	0.39979	1.00849	21.10598
57879	0.00993	0.39942	0.70079	38.90097
57878	0.01032	0.39888	0.40295	56.07721
57877	0.01069	0.39816	0.10655	73.13773
57876	0.01113	0.39729	6.09503	90.08098
57875	0.01149	0.39628	5.80054	107.01057
57874	0.01181	0.39518	5.50609	123.95526
57873	0.01221	0.39397	5.21546	140.70929
57872	0.01251	0.39274	4.92046	157.76816
57871	0.01286	0.39149	4.62379	174.9812
57870	0.01315	0.39025	4.33276	191.93363
57869	0.01348	0.38908	4.03416	209.39123
57868	0.01379	0.38801	3.73607	226.8802
57867	0.01408	0.38707	3.44087	244.24777
57866	0.01438	0.38628	3.13997	261.98053
57865	0.01473	0.38568	2.84468	279.39413
57864	0.01496	0.38528	2.54346	297.14241
57863	0.01528	0.3851	2.25001	314.40199
57862	0.01561	0.38515	1.95426	331.74418
57861	0.01585	0.38541	1.65836	349.02252
57860	0.01617	0.38587	1.36924	0.59315
57859	0.01643	0.38655	1.08015	17.32028
57858	0.01673	0.38739	0.78885	34.10136
57857	0.01697	0.38835	0.50557	50.35571
57856	0.01724	0.38945	0.22066	66.6584
57855	0.01755	0.3906	6.21801	82.98688
57854	0.01775	0.39181	5.93651	99.06493
57853	0.01802	0.39301	5.6521	115.32988
57852	0.0183	0.39418	5.37041	131.47999
57851	0.0185	0.39529	5.08483	147.9218
57850	0.01875	0.39631	4.80036	164.37516
57849	0.01899	0.39721	4.5165	180.88006
57848	0.01918	0.39796	4.22613	197.85814
57847	0.01941	0.39857	3.93874	214.74283
57846	0.01955	0.39904	3.65024	231.76643
57845	0.0198	0.39931	3.35717	249.1088
57844	0.01992	0.39944	3.06592	266.37073
57843	0.02006	0.39941	2.77573	283.56781
57842	0.02026	0.39921	2.48195	300.94866
57841	0.02034	0.39889	2.19336	317.96356
57840	0.02047	0.39846	1.90111	335.11757
57839	0.02058	0.39792	1.6156	351.78535
57838	0.02065	0.39731	1.32681	3.30406
57837	0.0207	0.39664	1.04064	19.81402
57836	0.02074	0.39593	0.75868	35.99545
57835	0.02076	0.39521	0.4736	52.28777
57834	0.02076	0.39449	0.19031	68.43182
57833	0.02068	0.3938	6.19291	84.40399
57832	0.02067	0.39312	5.90839	100.60987
57831	0.02058	0.39251	5.62595	116.73609
57830	0.02044	0.39195	5.34071	133.08678
57829	0.02034	0.39144	5.0569	149.43412
57828	0.02021	0.391	4.76957	166.0782
57827	0.01996	0.39065	4.48064	182.91882
57826	0.01983	0.39036	4.19482	199.66189
57825	0.01957	0.39014	3.90416	216.77383
57824	0.01936	0.38998	3.61499	233.85599
57823	0.0191	0.38988	3.32803	250.84287
57822	0.01882	0.38985	3.04162	267.8052
57821	0.01858	0.38986	2.75492	284.76753
57820	0.01824	0.38993	2.4755	301.25758
57819	0.01795	0.39004	2.19492	317.75977
57818	0.01768	0.39018	1.92047	333.83307
57817	0.01733	0.39036	1.64783	349.72095
57816	0.01704	0.39059	1.38037	365.23759
57815	0.01678	0.39081	1.11744	15.18699
57814	0.01644	0.39108	0.8543	30.32725
57813	0.0162	0.39137	0.59942	44.95376
57812	0.01594	0.39169	0.34643	59.44318
57811	0.01572	0.39203	0.09279	73.95645
57810	0.01553	0.39239	6.12988	88.03816
57809	0.01536	0.39274	5.88512	102.05747
57808	0.01529	0.39311	5.63653	116.31796
57807	0.01517	0.39348	5.39716	130.08465
57806	0.01516	0.39385	5.15234	144.20187
57805	0.01523	0.39418	4.91007	158.21546
57804	0.0153	0.3945	4.66694	172.32876
57803	0.01541	0.39479	4.42171	186.61463
57802	0.0157	0.39505	4.17924	200.78254
57801	0.01588	0.39526	3.92808	215.51488
57800	0.01622	0.3954	3.68012	230.09885
57799	0.01658	0.39548	3.42955	244.87341
57798	0.01698	0.39551	3.17177	260.10094
57797	0.01742	0.39547	2.9152	275.27126
57796	0.0179	0.39535	2.6575	290.50744
57795	0.01843	0.39519	2.39123	306.23143
57794	0.01897	0.39497	2.12943	321.65451
57793	0.01951	0.39468	1.8628	337.30544
57792	0.02017	0.39436	1.59544	352.93454
57791	0.02073	0.39401	1.32759	3.26373
57790	0.02135	0.39364	1.05838	18.82627
57789	0.02202	0.39327	0.78926	34.29764
57788	0.02262	0.39291	0.51964	49.71439
57787	0.02326	0.39258	0.24615	65.28752
57786	0.02388	0.39231	6.26069	80.54139
57785	0.02452	0.39208	5.98466	96.19666
57784	0.02513	0.39194	5.70959	111.81106
57783	0.02573	0.39187	5.43359	127.52389
57782	0.02635	0.39187	5.15308	143.56839
57781	0.02695	0.39197	4.87046	159.83731
57780	0.02747	0.39214	4.58603	176.33723
57779	0.02811	0.39239	4.2977	193.18953
57778	0.02862	0.39269	4.00697	210.31981
57777	0.02914	0.39304	3.71386	227.70762
57776	0.02967	0.39344	3.41914	245.28175
57775	0.03016	0.39385	3.12394	262.94201
57774	0.03062	0.39423	2.82596	280.78139
57773	0.03107	0.3946	2.53254	298.31552
57772	0.03151	0.39492	2.23798	315.84391
57771	0.03192	0.39518	1.94527	333.14902
57770	0.0323	0.39535	1.65748	350.02542
57769	0.03266	0.39543	1.37045	1.4643
57768	0.03306	0.3954	1.08711	17.77972
57767	0.03331	0.39527	0.80591	33.82311
57766	0.03365	0.39502	0.52748	49.59422
57765	0.03397	0.39468	0.24984	65.23398
57764	0.03417	0.39423	6.25602	80.78962
57763	0.03448	0.39369	5.97942	96.3183
57762	0.03469	0.39309	5.703	111.8778
57761	0.03493	0.39243	5.42216	127.76751
57760	0.03513	0.39176	5.14238	143.71626
57759	0.03533	0.39108	4.85822	160.06336
57758	0.03555	0.39046	4.57039	176.78621
57757	0.03572	0.38986	4.28098	193.77311
57756	0.03586	0.38937	3.98718	211.18061
57755	0.03613	0.38896	3.69197	228.80155
57754	0.03623	0.38867	3.39331	246.73263
57753	0.03642	0.38855	3.0949	264.6972
57752	0.03663	0.38856	2.79748	282.60014
57751	0.03678	0.38872	2.49882	300.52137
57750	0.03696	0.38904	2.20397	318.11153
57749	0.03714	0.38951	1.91326	335.31503
57748	0.03731	0.39012	1.62204	352.38144
57747	0.03748	0.39084	1.33807	3.60819
57746	0.03761	0.39166	1.05551	19.81998
57745	0.03782	0.39255	0.77601	35.70611
57744	0.03795	0.39346	0.49951	51.29385
57743	0.03808	0.39439	0.22478	66.69635
57742	0.03828	0.39529	6.23445	81.98838
57741	0.0384	0.39615	5.96155	97.24953
57740	0.03855	0.39692	5.68648	112.6823
57739	0.03868	0.3976	5.41322	128.1068
57738	0.03883	0.39814	5.13472	143.95731
57737	0.03893	0.39856	4.85466	160.06086
57736	0.03906	0.39881	4.57317	176.42188
57735	0.03917	0.39893	4.28575	193.31089
57734	0.0393	0.39886	3.9966	210.47113
57733	0.03935	0.39865	3.70452	227.95178
57732	0.03947	0.3983	3.41046	245.6519
57731	0.03956	0.39782	3.11411	263.54494
57730	0.03957	0.39723	2.81793	281.42385
57729	0.03967	0.39654	2.52252	299.19898
57728	0.03968	0.3958	2.22841	316.78238
57727	0.03969	0.395	1.93541	334.14793
57726	0.03968	0.3942	1.64653	351.09138
57725	0.03966	0.39338	1.36028	2.45193
57724	0.03962	0.39261	1.07432	18.84995
57723	0.03953	0.39189	0.79418	34.7499
57722	0.03944	0.39121	0.51349	50.55193
57721	0.03937	0.39063	0.23459	66.16555
57720	0.03917	0.39014	6.23936	81.71157
57719	0.03902	0.38973	5.96107	97.26461
57718	0.03889	0.38945	5.68125	112.96506
57717	0.03859	0.38925	5.3997	128.87715
57716	0.03843	0.38914	5.11596	145.05341
57715	0.03813	0.38914	4.83093	161.48031
57714	0.03786	0.3892	4.54054	178.39934
57713	0.03755	0.38935	4.24983	195.51804
57712	0.0372	0.38954	3.95687	212.9291
57711	0.03689	0.3898	3.66048	230.66732
57710	0.03651	0.39009	3.36589	248.37881
57709	0.0361	0.39039	3.07005	266.19254
57708	0.03579	0.39073	2.77661	283.83754
57707	0.03531	0.39107	2.48471	301.31435
57706	0.03491	0.39141	2.19609	318.48376
57705	0.03451	0.39176	1.91234	335.22611
57704	0.03406	0.3921	1.63008	351.72477
57703	0.03362	0.39245	1.35239	2.56255
57702	0.03321	0.39279	1.08096	18.13938
57701	0.03277	0.39314	0.80783	33.69104
57700	0.03235	0.39349	0.54154	48.76168
57699	0.03192	0.39385	0.27573	63.74591
57698	0.03155	0.3942	0.0115	78.61762
57697	0.03118	0.39455	6.03148	93.44186
57696	0.03077	0.39492	5.76906	108.26563
57695	0.03051	0.39527	5.50637	123.17101
57694	0.03016	0.39561	5.24308	138.20801
57693	0.02988	0.39595	4.97847	153.42839
57692	0.02967	0.39625	4.71466	168.7187
57691	0.02946	0.39651	4.44825	184.27936
57690	0.02928	0.39673	4.17989	200.06799
57689	0.02915	0.39689	3.91407	215.8049
57688	0.02906	0.397	3.64366	231.89215
57687	0.02901	0.39702	3.3739	247.99575
57686	0.02898	0.39697	3.10525	264.05846
57685	0.029	0.39683	2.83459	280.23677
57684	0.0291	0.39659	2.56494	296.32205
57683	0.02913	0.39627	2.2963	312.28236
57682	0.02932	0.39587	2.02819	328.13091
57681	0.02947	0.39537	1.76116	343.80914
57680	0.02965	0.39481	1.49464	359.34161
57679	0.02989	0.3942	1.22962	9.42872
57678	0.03015	0.39356	0.9666	24.52521
57677	0.03041	0.39288	0.69973	39.73519
57676	0.03069	0.39222	0.43857	54.53413
57675	0.03101	0.39158	0.17333	69.50251
57674	0.03134	0.39099	6.19013	84.50382
57673	0.03166	0.39046	5.92471	99.45242
57672	0.03199	0.39002	5.65596	114.6267
57671	0.0324	0.38969	5.38417	130.04297
57670	0.03268	0.38946	5.1107	145.66452
57669	0.03306	0.38937	4.83286	161.6616
57668	0.03344	0.3894	4.5532	177.91171
57667	0.03374	0.38954	4.26766	194.66264
57666	0.03411	0.38982	3.98103	211.62138
57665	0.03444	0.39018	3.6918	228.86256
57664	0.03474	0.39065	3.39835	246.45105
57663	0.03508	0.39118	3.10591	264.03137
57662	0.03531	0.39176	2.81326	281.6271
57661	0.03567	0.39237	2.51964	299.23792
57660	0.03585	0.39296	2.22917	316.5633
57659	0.03608	0.39352	1.94093	333.62852
57658	0.03635	0.39404	1.65451	350.43288
57657	0.03648	0.39447	1.37191	1.59891
57656	0.03666	0.39482	1.09098	17.74488
57655	0.03685	0.39506	0.81513	33.45054
57654	0.03695	0.39521	0.53803	49.09907
57653	0.03708	0.39522	0.26458	64.4535
57652	0.03718	0.39514	6.27528	79.70735
57651	0.03727	0.39495	6.00097	95.06168
57650	0.03736	0.39466	5.72676	110.45361
57649	0.03737	0.39431	5.45124	126.00997
57648	0.03748	0.39391	5.1725	141.8688
57647	0.03749	0.39348	4.89107	158.04
57646	0.03749	0.39303	4.60687	174.54344
57645	0.03756	0.39259	4.31901	191.43269
57644	0.03756	0.39222	4.02836	208.65501
57643	0.03756	0.3919	3.73364	226.26044
57642	0.03759	0.39168	3.43982	243.9129
57641	0.03761	0.39155	3.14232	261.84127
57640	0.03758	0.39153	2.84539	279.73485
57639	0.03761	0.39165	2.55139	297.40063
57638	0.03758	0.39186	2.25681	314.99753
57637	0.03762	0.39219	1.96641	332.20847
57636	0.03756	0.39263	1.67883	349.08375
57635	0.03757	0.39314	1.39468	0.34673
57634	0.03758	0.3937	1.11334	16.51508
57633	0.03751	0.39431	0.83525	32.33932
57632	0.03753	0.39494	0.55921	47.92477
57631	0.03752	0.39553	0.28619	63.2499
57630	0.03748	0.39607	0.01144	78.62539
57629	0.03747	0.39656	6.02325	93.81019
57628	0.03745	0.39694	5.74998	109.14499
57627	0.03744	0.3972	5.47358	124.74106
57626	0.03739	0.39731	5.19765	140.43554
57625	0.03736	0.39729	4.91798	156.49364
57624	0.03739	0.39713	4.6334	173.00139
57623	0.03729	0.39683	4.34831	189.71996
57622	0.0373	0.39638	4.0571	206.9575
57621	0.03728	0.3958	3.76516	224.3814
57620	0.03721	0.39511	3.46883	242.17361
57619	0.03716	0.39434	3.17149	260.08301
57618	0.03712	0.39352	2.87497	277.94732
57617	0.03702	0.39266	2.57501	295.96628
57616	0.03696	0.39179	2.27893	313.65335
57615	0.0368	0.39097	1.98393	331.13169
57614	0.03673	0.3902	1.68932	348.42339
57613	0.03655	0.38951	1.39869	0.05663
57612	0.03637	0.38893	1.11013	16.63526
57611	0.03625	0.38848	0.82255	33.00457
57610	0.03599	0.38818	0.53766	49.0907
57609	0.03577	0.38803	0.25261	65.10519
57608	0.03555	0.38801	6.25303	80.95533
57607	0.03526	0.38816	5.96733	96.98368
57606	0.03496	0.38845	5.6816	113.07671
57605	0.03465	0.38885	5.39582	129.27702
