 0 	 0 	1.760E-07	9.431E-09	1.191E-08	1.319E-08	1.391E-08	1.403E-08	1.401E-08	1.386E-08	1.363E-08	1.330E-08	1.282E-08	1.189E-08	1.068E-08	1.974E-07	 0 	 0 
 0 	 0 	2.595E-07	1.082E-08	1.165E-08	1.230E-08	1.267E-08	1.289E-08	1.297E-08	1.296E-08	1.287E-08	1.269E-08	1.235E-08	1.181E-08	1.080E-08	1.957E-07	 0 	 0 
 0 	 0 	3.002E-07	1.054E-08	1.031E-08	1.032E-08	1.036E-08	1.038E-08	1.034E-08	1.026E-08	1.015E-08	9.999E-09	9.706E-09	9.067E-09	7.904E-09	1.286E-07	 0 	 0 
 0 	 0 	2.462E-07	7.592E-09	6.663E-09	6.519E-09	6.241E-09	6.016E-09	5.806E-09	5.661E-09	5.553E-09	5.483E-09	5.384E-09	5.039E-09	4.311E-09	7.579E-08	 0 	 0 
 0 	 0 	1.093E-07	3.884E-09	2.996E-09	2.920E-09	2.873E-09	2.842E-09	2.795E-09	2.783E-09	2.788E-09	2.828E-09	2.899E-09	2.874E-09	2.796E-09	6.946E-08	 0 	 0 
 0 	 0 	1.249E-07	5.020E-09	3.987E-09	3.670E-09	3.652E-09	3.638E-09	3.621E-09	3.617E-09	3.638E-09	3.692E-09	3.793E-09	3.918E-09	4.335E-09	1.213E-07	 0 	 0 
 0 	 0 	1.637E-07	7.727E-09	6.871E-09	6.758E-09	6.660E-09	6.560E-09	6.483E-09	6.434E-09	6.430E-09	6.494E-09	6.654E-09	6.768E-09	7.429E-09	2.258E-07	 0 	 0 
 0 	 0 	1.820E-07	1.032E-08	1.055E-08	1.014E-08	9.946E-09	9.797E-09	9.681E-09	9.597E-09	9.569E-09	9.632E-09	9.853E-09	1.024E-08	1.106E-08	3.207E-07	 0 	 0 
 0 	 0 	1.528E-07	1.074E-08	1.061E-08	1.020E-08	1.001E-08	9.859E-09	9.746E-09	9.666E-09	9.643E-09	9.716E-09	9.964E-09	1.048E-08	1.234E-08	4.235E-22	 0 	 0 
 0 	 0 	1.438E-07	1.087E-08	1.072E-08	1.029E-08	1.010E-08	9.951E-09	9.841E-09	9.763E-09	9.743E-09	9.817E-09	1.006E-08	1.058E-08	1.242E-08	4.235E-22	 0 	 0 
 0 	 0 	1.728E-07	1.065E-08	1.084E-08	1.039E-08	1.020E-08	1.006E-08	9.949E-09	9.871E-09	9.847E-09	9.912E-09	1.013E-08	1.051E-08	1.128E-08	3.180E-07	 0 	 0 
 0 	 0 	1.662E-07	8.136E-09	7.183E-09	7.029E-09	6.924E-09	6.823E-09	6.744E-09	6.690E-09	6.681E-09	6.740E-09	6.894E-09	6.990E-09	7.619E-09	2.276E-07	 0 	 0 
 0 	 0 	1.316E-07	5.387E-09	4.262E-09	3.911E-09	3.886E-09	3.863E-09	3.828E-09	3.798E-09	3.792E-09	3.825E-09	3.915E-09	4.033E-09	4.442E-09	1.228E-07	 0 	 0 
 0 	 0 	1.174E-07	4.218E-09	3.264E-09	3.205E-09	3.146E-09	3.092E-09	3.012E-09	2.957E-09	2.916E-09	2.922E-09	2.982E-09	2.969E-09	2.896E-09	7.083E-08	 0 	 0 
 0 	 0 	2.689E-07	8.266E-09	7.350E-09	7.259E-09	6.999E-09	6.759E-09	6.480E-09	6.219E-09	5.960E-09	5.765E-09	5.599E-09	5.237E-09	4.499E-09	7.819E-08	 0 	 0 
 0 	 0 	3.213E-07	1.129E-08	1.128E-08	1.148E-08	1.165E-08	1.171E-08	1.163E-08	1.144E-08	1.116E-08	1.085E-08	1.046E-08	9.722E-09	8.427E-09	1.352E-07	 0 	 0 
 0 	 0 	3.174E-07	1.229E-08	1.314E-08	1.394E-08	1.437E-08	1.460E-08	1.465E-08	1.459E-08	1.445E-08	1.425E-08	1.394E-08	1.333E-08	1.269E-08	2.509E-07	 0 	 0 
 0 	 0 	7.867E-11	6.757E-12	1.891E-12	3.093E-12	3.446E-12	3.508E-12	2.354E-12	1.812E-11	1.551E-08	1.525E-08	1.481E-08	1.420E-08	1.292E-08	2.390E-07	 0 	 0 
