-START-OF-DATA-
0	0.000589 
2000	0.000589 
4000	0.000589 
6000	0.000589 
8000	0.000589 
10000	0.000589 
12000	0.000589 
14000	0.000589 
16000	0.000589 
18000	0.000589 
20000	0.000589 
22000	0.000589 
24000	0.000589 
26000	0.000589 
28000	0.000590 	
32000	0.000595 	
36000	0.000610 	
40000	0.000625 	
44000	0.000654 	
48000	0.000682 
50000	0.000735 
52000	0.000772 
54000	0.000791 
56000	0.000808 
58000	0.000820 
60000	0.000831 
62000	0.000845 
64000	0.000853 
66000	0.000860 
68000	0.000879 
70000	0.000910 
72000	0.000941 
74000	0.000974 
76000	0.000991 
78000	0.001024 
80000	0.001101 
82000	0.001217 
84000	0.001364 
86000	0.001542 
88000	0.001751 
90000	0.002039 
92000	0.002410 
94000	0.002834 
96000	0.003352 
98000	0.003895 
100000	0.004295 
102000	0.004694 
104000	0.005184 
106000	0.005591 
108000	0.006019 
110000	0.006488 
112000	0.006675 
114000	0.007338 
116000	0.007270 
118000	0.007338 
120000	0.006903 
122000	0.007053 
124000	0.006580 
126000	0.006732 
128000	0.006344 
130000	0.006256 
132000	0.005924 
134000	0.005539 
136000	0.005258 
138000	0.005068 
140000	0.004780 
142000	0.004605 
144000	0.004574 
146000	0.004515 
148000	0.004256 
150000	0.004201 
152000	0.004170 
154000	0.004020 
156000	0.003919 
158000	0.003807 
160000	0.003606 
162000	0.003350 
164000	0.003192 
166000	0.003056 
168000	0.002973 
170000	0.002915 
172000	0.002757 
174000	0.002664 
176000	0.002673 
178000	0.002688 
180000	0.002686 
-END-OF-DATA-
