-START-OF-DATA-
0    -23.764
100    -23.764
100    -21.9668
200    -21.9668
200    -22.5289
300    -22.5289
300    -21.7878
400    -21.7878
400    -21.9783
500    -21.9783
500    -21.6447
600    -21.6447
600    -21.7428
700    -21.7428
700    -21.6395
800    -21.6395
800    -21.6826
900    -21.6826
900    -21.9961
1000    -21.9961
1000    -22.0429
1100    -22.0429
1100    -22.0177
1200    -22.0177
1200    -21.8491
1300    -21.8491
1300    -22.161
1400    -22.161
1400    -22.1044
1500    -22.1044
1500    -22.2221
1600    -22.2221
1600    -22.1908
1700    -22.1908
1700    -22.2911
1800    -22.2911
1800    -22.2887
1900    -22.2887
1900    -22.4125
2000    -22.4125
2000    -22.4845
2100    -22.4845
2100    -22.5335
2200    -22.5335
2200    -22.4811
2300    -22.4811
2300    -22.5326
2400    -22.5326
2400    -22.6842
2500    -22.6842
2500    -22.6805
2600    -22.6805
2600    -22.6343
2700    -22.6343
2700    -22.6755
2800    -22.6755
2800    -22.8432
2900    -22.8432
2900    -22.8237
3000    -22.8237
3000    -22.8529
3100    -22.8529
3100    -22.8957
3200    -22.8957
3200    -23.0624
3300    -23.0624
3300    -23.1055
3400    -23.1055
3400    -23.1072
3500    -23.1072
3500    -23.1922
3600    -23.1922
3600    -23.2141
3700    -23.2141
3700    -23.3765
3800    -23.3765
3800    -23.4129
3900    -23.4129
3900    -23.3711
4000    -23.3711
4000    -23.3916
4100    -23.3916
4100    -23.4251
4200    -23.4251
4200    -23.5777
4300    -23.5777
4300    -23.572
4400    -23.572
4400    -23.5853
4500    -23.5853
4500    -23.5989
4600    -23.5989
4600    -23.6495
4700    -23.6495
4700    -23.5936
4800    -23.5936
4800    -23.7534
4900    -23.7534
4900    -23.7407
5000    -23.7407
5000    -23.805
5100    -23.805
5100    -23.8221
5200    -23.8221
5200    -23.8508
5300    -23.8508
5300    -23.8811
5400    -23.8811
5400    -23.9441
5500    -23.9441
5500    -23.9865
5600    -23.9865
5600    -24.01
5700    -24.01
5700    -24.041
5800    -24.041
5800    -24.1323
5900    -24.1323
5900    -24.1455
6000    -24.1455
6000    -24.1513
6100    -24.1513
6100    -24.1442
6200    -24.1442
6200    -24.2816
6300    -24.2816
6300    -24.2588
6400    -24.2588
6400    -24.314
6500    -24.314
6500    -24.3606
6600    -24.3606
6600    -24.3496
6700    -24.3496
6700    -24.3266
6800    -24.3266
6800    -24.314
6900    -24.314
6900    -24.3281
7000    -24.3281
7000    -24.3869
7100    -24.3869
7100    -24.3828
7200    -24.3828
7200    -24.3706
7300    -24.3706
7300    -24.3091
7400    -24.3091
7400    -24.4508
7500    -24.4508
7500    -24.4531
7600    -24.4531
7600    -24.4116
7700    -24.4116
7700    -24.482
7800    -24.482
7800    -24.5154
7900    -24.5154
7900    -24.5356
8000    -24.5356
8000    -24.5871
8100    -24.5871
8100    -24.5292
8200    -24.5292
8200    -24.5754
8300    -24.5754
8300    -24.6685
8400    -24.6685
8400    -24.6245
8500    -24.6245
8500    -24.6348
8600    -24.6348
8600    -24.6402
8700    -24.6402
8700    -24.7072
8800    -24.7072
8800    -24.723
8900    -24.723
8900    -24.7213
9000    -24.7213
9000    -24.7504
9100    -24.7504
9100    -24.6646
9200    -24.6646
9200    -24.7342
9300    -24.7342
9300    -24.7319
9400    -24.7319
9400    -24.7491
9500    -24.7491
9500    -24.7638
9600    -24.7638
9600    -24.7532
9700    -24.7532
9700    -24.7998
9800    -24.7998
9800    -24.7813
9900    -24.7813
9900    -24.7745
10000    -24.7745
10000    -24.8131
10100    -24.8131
10100    -24.8327
10200    -24.8327
10200    -24.9151
10300    -24.9151
10300    -24.8655
10400    -24.8655
10400    -24.9575
10500    -24.9575
10500    -24.9309
10600    -24.9309
10600    -24.9234
10700    -24.9234
10700    -24.9738
10800    -24.9738
10800    -24.9252
10900    -24.9252
10900    -24.9555
11000    -24.9555
11000    -25.0205
11100    -25.0205
11100    -24.9857
11200    -24.9857
11200    -24.9995
11300    -24.9995
11300    -24.9917
11400    -24.9917
11400    -25.0114
11500    -25.0114
11500    -25.0326
11600    -25.0326
11600    -25.0227
11700    -25.0227
11700    -25.1148
11800    -25.1148
11800    -25.0882
11900    -25.0882
11900    -25.0356
12000    -25.0356
12000    -25.0182
12100    -25.0182
12100    -25.0111
12200    -25.0111
12200    -25.0584
12300    -25.0584
12300    -25.068
12400    -25.068
12400    -25.1044
12500    -25.1044
12500    -25.1584
12600    -25.1584
12600    -25.1632
12700    -25.1632
12700    -25.1594
12800    -25.1594
12800    -25.1431
12900    -25.1431
12900    -25.176
13000    -25.176
13000    -25.1415
13100    -25.1415
13100    -25.1887
13200    -25.1887
13200    -25.226
13300    -25.226
13300    -25.2561
13400    -25.2561
13400    -25.1314
13500    -25.1314
13500    -25.1886
13600    -25.1886
13600    -25.1993
13700    -25.1993
13700    -25.1474
13800    -25.1474
13800    -25.1974
13900    -25.1974
13900    -25.2061
14000    -25.2061
14000    -25.2499
14100    -25.2499
14100    -25.2884
14200    -25.2884
14200    -25.3282
14300    -25.3282
14300    -25.3248
14400    -25.3248
14400    -25.2546
14500    -25.2546
14500    -25.2821
14600    -25.2821
14600    -25.2957
14700    -25.2957
14700    -25.3225
14800    -25.3225
14800    -25.2946
14900    -25.2946
14900    -25.3176
15000    -25.3176
15000    -25.3725
15100    -25.3725
15100    -25.3608
15200    -25.3608
15200    -25.4459
15300    -25.4459
15300    -25.371
15400    -25.371
15400    -25.4107
15500    -25.4107
15500    -25.4168
15600    -25.4168
15600    -25.4255
15700    -25.4255
15700    -25.4117
15800    -25.4117
15800    -25.4213
15900    -25.4213
15900    -25.4504
16000    -25.4504
16000    -25.4095
16100    -25.4095
16100    -25.4083
16200    -25.4083
16200    -25.5181
16300    -25.5181
16300    -25.4934
16400    -25.4934
16400    -25.514
16500    -25.514
16500    -25.4915
16600    -25.4915
16600    -25.5244
16700    -25.5244
16700    -25.4815
16800    -25.4815
16800    -25.4319
16900    -25.4319
16900    -25.467
17000    -25.467
17000    -25.5929
17100    -25.5929
17100    -25.6528
17200    -25.6528
17200    -25.6155
17300    -25.6155
17300    -25.5818
17400    -25.5818
17400    -25.5448
17500    -25.5448
17500    -25.53
17600    -25.53
17600    -25.5457
17700    -25.5457
17700    -25.5517
17800    -25.5517
17800    -25.5622
17900    -25.5622
17900    -25.6593
18000    -25.6593
18000    -25.6387
18100    -25.6387
18100    -25.587
18200    -25.587
18200    -25.5482
18300    -25.5482
18300    -25.6652
18400    -25.6652
18400    -25.6478
18500    -25.6478
18500    -25.647
18600    -25.647
18600    -25.7458
18700    -25.7458
18700    -25.6976
18800    -25.6976
18800    -25.6517
18900    -25.6517
18900    -25.7146
19000    -25.7146
19000    -25.7152
19100    -25.7152
19100    -25.7085
19200    -25.7085
19200    -25.7851
19300    -25.7851
19300    -25.7054
19400    -25.7054
19400    -25.6638
19500    -25.6638
19500    -25.7469
19600    -25.7469
19600    -25.7881
19700    -25.7881
19700    -25.6775
19800    -25.6775
19800    -25.6756
19900    -25.6756
19900    -25.8218
20000    -25.8218
20000    -25.7481
20100    -25.7481
20100    -25.7718
20200    -25.7718
20200    -25.7291
20300    -25.7291
20300    -25.811
20400    -25.811
20400    -25.7416
20500    -25.7416
20500    -25.8493
20600    -25.8493
20600    -25.8188
20700    -25.8188
20700    -25.9018
20800    -25.9018
20800    -25.7815
20900    -25.7815
20900    -25.7546
21000    -25.7546
21000    -25.8807
21100    -25.8807
21100    -25.71
21200    -25.71
21200    -25.7246
21300    -25.7246
21300    -25.7408
21400    -25.7408
21400    -25.7991
21500    -25.7991
21500    -25.8358
21600    -25.8358
21600    -25.7546
