  12  13  2.816269e+03
  12  14  3.858583e+03
  12  15  4382
  12  16  2.489200e+03
  12  17  4819
  12  18  4.330500e+03
  12  19  4.723300e+03
  12  20  4.778583e+03
  12  21  5.173167e+03
  12  22  5.149600e+03
  12  23  5045
  12  24  5363
  12  25  5.575500e+03
  12  26  4.713600e+03
  12  27  5048
  12  28  5.261833e+03
  12  29  5207
  12  30  4819
  12  31  4.513250e+03
  12  32  4.372167e+03
  12  33  3860
  12  34  3819
  13  7  5120
  13  8  4392
  13  9  4.309500e+03
  13  12  3.991750e+03
  13  13  3706
  13  14  3.479800e+03
  13  15  4.297571e+03
  13  16  3.950667e+03
  13  17  4268
  13  18  4422
  13  19  4.394615e+03
  13  20  4.531077e+03
  13  21  4966
  13  22  4.900684e+03
  13  23  4.861857e+03
  13  24  5060
  13  25  5.211750e+03
  13  26  4.688167e+03
  13  27  4.638167e+03
  13  28  4.694286e+03
  13  29  5.276714e+03
  13  30  4.228800e+03
  13  31  3.816067e+03
  13  32  3.241200e+03
  14  3  4640
  14  4  2964
  14  7  4583
  14  13  3.689625e+03
  14  14  3.456500e+03
  14  15  3.768333e+03
  14  16  4432
  14  17  4227
  14  18  4527
  14  19  4.521600e+03
  14  20  4.338273e+03
  14  21  4.442640e+03
  14  22  4.692250e+03
  14  23  4.577286e+03
  14  24  4357
  14  25  4.228333e+03
  14  26  3.711782e+03
  14  27  4.318250e+03
  14  29  4.867500e+03
  14  30  3.232833e+03
  14  31  2.920571e+03
  14  32  1657
  15  1  2.070500e+03
  15  2  4.206667e+03
  15  3  5.127714e+03
  15  4  3629
  15  7  2928
  15  9  2851
  15  10  2898
  15  11  3098
  15  13  3.188375e+03
  15  14  2881
  15  15  3.239357e+03
  15  16  3.776500e+03
  15  17  4.292333e+03
  15  18  4.144500e+03
  15  19  4.093500e+03
  15  20  4.100500e+03
  15  21  4.009222e+03
  15  22  4.297750e+03
  15  23  4.079500e+03
  15  24  3.598333e+03
  15  25  3.682200e+03
  15  26  4169
  15  27  3692
  15  28  1.337500e+03
  16  1  678
  16  2  4260
  16  3  5.189500e+03
  16  7  3.544250e+03
  16  8  3139
  16  9  3.058500e+03
  16  10  3142
  16  11  3812
  16  12  3967
  16  13  3.819333e+03
  16  14  3844
  16  15  3.899500e+03
  16  16  3.391208e+03
  16  17  3.343077e+03
  16  18  3314
  16  19  3.388429e+03
  16  20  3.751455e+03
  16  21  3.424529e+03
  16  22  3497
  16  23  3.507333e+03
  16  24  3.282500e+03
  16  25  2700
  17  1  4.781333e+02
  17  2  4.354500e+03
  17  3  4950
  17  4  5284
  17  6  4350
  17  7  3653
  17  8  3610
  17  10  3575
  17  12  4.132333e+03
  17  14  2.711750e+03
  17  15  3.992500e+03
  17  16  3.956750e+03
  17  17  3.691333e+03
  17  18  3.333077e+03
  17  19  2.719556e+03
  17  20  3.387905e+03
  17  21  3.571133e+03
  17  22  3.866545e+03
  17  23  3.535667e+03
  18  2  4326
  18  3  4954
  18  4  5349
  18  6  2653
  18  7  3340
  18  8  3248
  18  9  3.773600e+03
  18  11  1089
  18  12  4156
  18  13  4469
  18  14  4970
  18  15  4.349286e+03
  18  16  4.995333e+03
  18  17  3597
  18  18  2.468964e+03
  18  19  2.495925e+03
  18  20  2.724500e+03
  18  21  2.524800e+03
  18  22  2.457833e+03
  18  23  1.365500e+03
  19  13  6761
  19  14  5043
  19  15  6309
  19  20  2.880400e+03
  19  21  3333
  19  22  3.407429e+03
  19  23  2.501222e+03
  19  24  2.105333e+03
  19  26  4742
  19  27  4.985500e+03
  19  28  4.452833e+03
  19  29  3.855286e+03
  19  30  3.435500e+03
  20  22  2.299500e+03
  20  23  2.888667e+03
  20  25  5.526500e+03
  20  26  5.569656e+03
  20  27  5.269065e+03
  20  28  4.461556e+03
  20  29  4.817188e+03
  20  30  3.719300e+03
  21  6  3499
  21  8  2.245250e+03
  21  12  3475
  21  21  2.994200e+03
  21  22  4.006833e+03
  21  23  3.814667e+03
  21  24  5.351167e+03
  21  25  5.278250e+03
  21  26  5.947500e+03
  21  27  5.902500e+03
  21  28  5.130857e+03
  21  29  5.185400e+03
  21  30  5223
  22  2  3.540250e+03
  22  4  2.770333e+03
  22  5  1.904500e+03
  22  7  5179
  22  8  4.352353e+03
  22  9  3.991235e+03
  22  10  3.171500e+03
  22  18  3692
  22  19  3.816750e+03
  22  20  3.608667e+03
  22  21  4.412889e+03
  22  22  4.493833e+03
  22  23  4523
  22  24  3.934778e+03
  22  25  4.116556e+03
  22  26  3880
  22  27  3.716250e+03
  22  28  4.184667e+03
  22  29  4.594867e+03
  22  30  4.920200e+03
  22  33  3401
  22  34  2.315333e+03
  23  2  3002
  23  5  3.199667e+03
  23  7  4835
  23  8  4.587300e+03
  23  9  3970
  23  10  3815
  23  11  4.436350e+03
  23  12  4.266474e+03
  23  13  4075
  23  14  4.279188e+03
  23  15  4.273526e+03
  23  16  3.554909e+03
  23  17  4.021956e+03
  23  18  4.078056e+03
  23  19  4.003429e+03
  23  20  4.188200e+03
  23  21  3.621500e+03
  23  22  5.719714e+03
  23  23  5.142833e+03
  23  24  4.710500e+03
  23  25  4929
  23  26  5.228600e+03
  23  27  4.667222e+03
  23  28  3.259333e+03
  23  29  3.225800e+03
  23  30  3.943464e+03
  23  31  3.585333e+03
  23  32  4.029250e+03
  23  33  2.992667e+03
  24  3  3.938500e+03
  24  4  4.696500e+03
  24  5  4.321667e+03
  24  7  3.808667e+03
  24  8  4.177625e+03
  24  9  4.061067e+03
  24  10  4.240600e+03
  24  11  5.436364e+03
  24  12  5.252429e+03
  24  13  5.104375e+03
  24  14  5.203143e+03
  24  15  5.481667e+03
  24  16  5937
  24  17  5.079889e+03
  24  18  4.049897e+03
  24  19  3.568933e+03
  24  20  3.897056e+03
  24  21  4537
  24  22  5.459200e+03
  24  23  4.342222e+03
  24  24  3.968077e+03
  24  25  4468
  24  26  4.889875e+03
  24  27  4.866143e+03
  24  28  4.759400e+03
  24  29  3.644200e+03
  24  30  3.141250e+03
  24  31  3.319333e+03
  24  32  3687
  24  33  3.592857e+03
  24  34  1.723667e+03
  24  35  1390
  25  3  3954
  25  4  4.136500e+03
  25  5  4.267500e+03
  25  6  3.056750e+03
  25  7  3797
  25  8  3.374778e+03
  25  9  3.427600e+03
  25  10  3.918714e+03
  25  11  4080
  25  12  3571
  25  13  3.608333e+03
  25  14  4423
  25  15  3.296667e+03
  25  16  3.415750e+03
  25  17  3.628071e+03
  25  18  4043
  25  19  4.515378e+03
  25  20  4.500432e+03
  25  21  3.813962e+03
  25  22  4.155167e+03
  25  23  3.534571e+03
  25  24  3.036643e+03
  25  25  3.173333e+03
  25  26  3.467600e+03
  25  27  3.273160e+03
  25  28  3.669882e+03
  25  29  3.806842e+03
  25  30  4.501250e+03
  25  33  2364
  25  34  1264
  25  35  1.722500e+03
  26  4  2.672667e+03
  26  5  3205
  26  6  4171
  26  7  3451
  26  8  3.780909e+03
  26  9  4.157125e+03
  26  10  3.983500e+03
  26  11  4554
  26  12  4719
  26  13  4.119286e+03
  26  14  4131
  26  15  3878
  26  16  4.157667e+03
  26  17  3883
  26  18  5407
  26  19  4.981676e+03
  26  20  3.425417e+03
  26  23  2308
  26  28  3.180500e+03
  26  29  3.233429e+03
  26  30  2.839333e+03
  26  31  3898
  26  35  2.682643e+03
  26  36  3.006400e+03
  27  3  5.402500e+03
  27  4  3.234200e+03
  27  5  3484
  27  6  3031
  27  7  3.826857e+03
  27  8  4.952600e+03
  27  9  4.457312e+03
  27  10  3.921714e+03
  27  11  3.704684e+03
  27  12  5044
  27  13  4.811250e+03
  27  14  5.482667e+03
  27  15  4.826667e+03
  27  16  4.942778e+03
  27  17  4.102071e+03
  27  18  3.102167e+03
  27  19  3.299783e+03
  27  20  3.670278e+03
  27  27  2758
  27  35  2.484857e+03
  27  36  2.616600e+03
  28  2  4625
  28  4  3.680667e+03
  28  5  3.463667e+03
  28  6  4374
  28  7  3016
  28  8  3.993111e+03
  28  9  3.139333e+03
  28  10  4.029667e+03
  28  11  3806
  28  12  3204
  28  13  2225
  28  17  2.952333e+03
  28  36  2182
  29  3  5334
  29  4  5334
  29  5  4296
  29  6  4607
  29  7  4204
  29  8  4023
  30  2  4794
  30  3  5.327667e+03
  30  4  5.138333e+03
  30  5  4731
  30  6  4.381500e+03
  30  7  3994
  30  8  4960
  30  9  3954
  30  10  2.468667e+03
  31  6  3.102182e+03
  31  7  2692
  31  8  3.850111e+03
  31  9  3816
  31  13  2242
  31  17  1.862500e+03
  32  6  3.317667e+03
  32  7  3268
  32  13  4202
  32  19  4446
  32  20  2867
  32  21  2867
  32  22  4744
  32  24  2.737500e+03
  32  25  3.167500e+03
  33  2  3676
  33  4  2761
  33  5  3.376250e+03
  33  6  4449
  33  7  3766
  33  8  4.327167e+03
  33  12  2479
  33  14  3409
  33  15  3921
  33  17  3617
  33  18  3674
  33  19  3.889667e+03
  33  20  3918
  33  21  3822
  33  22  4268
  33  24  3.124714e+03
  33  25  2.873500e+03
  34  4  2230
  34  6  3126
  34  7  3261
  34  8  2048
  34  9  3.950500e+03
  34  10  4050
  34  13  3524
  34  14  2.624120e+03
  34  19  3.761333e+03
  34  20  2.426500e+03
  34  21  1.963250e+03
  34  22  3879
  34  23  3481
  35  3  4595
  35  4  4268
  35  6  3.305200e+03
  35  7  3.472333e+03
  35  9  4316
  35  14  5051
  35  15  4363
  35  17  3610
  35  18  2.726333e+03
  35  19  4514
  35  23  2262
  35  24  1986
  36  3  3790
  36  4  4574
  36  5  3436
  36  6  3.177533e+03
  36  7  4173
  36  8  3775
  36  9  3.214571e+03
  36  10  2336
  36  13  5.767778e+03
  36  14  3940
  36  15  3.914667e+03
  36  17  4088
  36  18  3.430750e+03
  36  19  2226
  36  23  3891
