  0.5957  0.5910  0.5868  0.5857  0.5858  0.5987  0.6129  0.6059  0.6089  0.5847  0.5556  0.5612  0.5920  0.6137  0.6215  0.5983  0.5533  0.5453  0.5565  0.5912  0.5960  0.5870  0.5865  0.5913  0.5682  0.5948  0.6183  0.6408  0.6286  0.6166  0.6092  0.6130  0.6178  0.6190  0.6001  0.5984
  0.5728  0.6011  0.6017  0.6003  0.5947  0.5867  0.5886  0.6075  0.6081  0.5829  0.5880  0.5249  0.5774  0.6331  0.5726  0.5461  0.5099  0.4998  0.5449  0.6190  0.6145  0.6006  0.6219  0.6122  0.6007  0.5943  0.6006  0.6229  0.6241  0.6162  0.6152  0.6244  0.6288  0.6256  0.6257  0.6128
  0.5043  0.5555  0.5424  0.5223  0.5309  0.5220  0.5185  0.5503  0.5381  0.5026  0.5532  0.5300  0.4986  0.5034  0.4710  0.4821  0.4988  0.5170  0.5597  0.6052  0.5909  0.5967  0.5950  0.5873  0.5915  0.5718  0.5607  0.5699  0.5756  0.5999  0.6015  0.6010  0.5742  0.5866  0.5570  0.4839
  0.4197  0.4505  0.4277  0.4125  0.4357  0.4961  0.4885  0.5169  0.5228  0.5065  0.5782  0.5571  0.4709  0.4467  0.4372  0.4473  0.4905  0.5409  0.5311  0.5440  0.5446  0.5334  0.5224  0.5040  0.4925  0.5000  0.5136  0.5318  0.5459  0.5662  0.5671  0.5535  0.4593  0.4795  0.4376  0.4113
  0.3789  0.3757  0.3735  0.3625  0.3526  0.4315  0.4658  0.4828  0.5248  0.5355  0.5199  0.4549  0.4095  0.4052  0.3885  0.3919  0.4143  0.4465  0.4952  0.4824  0.4816  0.4611  0.4481  0.4445  0.4251  0.4376  0.4758  0.5055  0.5152  0.5135  0.5306  0.4819  0.3948  0.3899  0.3793  0.3837
  0.3508  0.3410  0.3353  0.3220  0.3004  0.3678  0.4384  0.4527  0.4996  0.5068  0.4565  0.3397  0.3348  0.3466  0.3407  0.3373  0.3382  0.3798  0.3746  0.3943  0.4198  0.4081  0.3930  0.3888  0.3936  0.4171  0.4410  0.4662  0.4707  0.4715  0.4620  0.3774  0.3535  0.3494  0.3531  0.3591
  0.3145  0.3107  0.3029  0.2967  0.2674  0.3073  0.4076  0.4335  0.4655  0.4614  0.3740  0.2873  0.2896  0.2901  0.2947  0.2880  0.2841  0.3150  0.2541  0.2730  0.3144  0.3467  0.3544  0.3471  0.3663  0.4026  0.4174  0.4339  0.4474  0.4335  0.3935  0.3177  0.3253  0.3210  0.3248  0.3218
  0.2754  0.2842  0.2783  0.2780  0.2560  0.2513  0.3681  0.4137  0.4283  0.4165  0.2991  0.2642  0.2640  0.2566  0.2600  0.2521  0.2300  0.2468  0.2435  0.2120  0.2136  0.2732  0.3229  0.3244  0.3361  0.3698  0.4022  0.4100  0.4426  0.3839  0.3482  0.3078  0.2899  0.2965  0.2849  0.2861
  0.2497  0.2625  0.2637  0.2610  0.2561  0.2179  0.3243  0.3897  0.3716  0.3594  0.2591  0.2561  0.2535  0.2472  0.2364  0.2249  0.1988  0.2423  0.2841  0.2341  0.2039  0.2463  0.3022  0.3120  0.3140  0.3330  0.3759  0.3854  0.4258  0.3427  0.3082  0.3006  0.2615  0.2734  0.2508  0.2639
  0.2431  0.2464  0.2582  0.2461  0.2550  0.2084  0.2824  0.3650  0.2922  0.2793  0.2454  0.2547  0.2509  0.2490  0.2215  0.2023  0.1971  0.2909  0.2948  0.2927  0.2846  0.2900  0.2955  0.3005  0.3007  0.3089  0.3345  0.3594  0.3851  0.3281  0.2667  0.2708  0.2475  0.2555  0.2382  0.2540
  0.2531  0.2396  0.2598  0.2411  0.2520  0.2250  0.2291  0.3429  0.2269  0.2095  0.2685  0.2577  0.2377  0.2271  0.2404  0.1962  0.2273  0.2868  0.2886  0.2882  0.2861  0.2868  0.2892  0.2688  0.2476  0.2991  0.3222  0.3390  0.3330  0.3195  0.2604  0.2591  0.2459  0.2549  0.2523  0.2458
  0.2500  0.2382  0.2577  0.2429  0.2577  0.2235  0.2011  0.3009  0.2519  0.2093  0.2546  0.2414  0.2353  0.2384  0.2725  0.1978  0.2371  0.2882  0.2864  0.2852  0.2845  0.2833  0.2856  0.2539  0.2069  0.2931  0.3021  0.2939  0.2889  0.2614  0.2622  0.2545  0.2479  0.2612  0.2492  0.2455
  0.2450  0.2385  0.2520  0.2415  0.2560  0.2297  0.2052  0.2541  0.2604  0.2149  0.2108  0.2249  0.2426  0.2517  0.2794  0.1943  0.2434  0.2909  0.2874  0.2852  0.2845  0.2833  0.2793  0.2273  0.2074  0.2929  0.2495  0.2570  0.2987  0.2584  0.2639  0.2551  0.2521  0.2554  0.2461  0.2479
  0.2408  0.2388  0.2452  0.2391  0.2498  0.2361  0.2169  0.2157  0.2573  0.2273  0.1862  0.2187  0.2461  0.2575  0.2737  0.1926  0.2496  0.2960  0.2911  0.2877  0.2869  0.2863  0.2757  0.2057  0.2153  0.2894  0.2049  0.2333  0.3187  0.2667  0.2622  0.2550  0.2521  0.2460  0.2442  0.2489
  0.2410  0.2373  0.2367  0.2358  0.2324  0.2359  0.2249  0.2074  0.2259  0.2631  0.2676  0.2532  0.2240  0.2325  0.2461  0.2040  0.2620  0.3102  0.3029  0.2968  0.2974  0.2978  0.2858  0.2124  0.2068  0.2646  0.2193  0.2462  0.3209  0.2575  0.2464  0.2457  0.2324  0.2337  0.2469  0.2413
  0.2389  0.2366  0.2411  0.2400  0.2374  0.2396  0.2394  0.2317  0.2219  0.2245  0.2989  0.2918  0.2214  0.2159  0.2386  0.2268  0.2387  0.2878  0.3037  0.3187  0.3094  0.3031  0.2721  0.2061  0.2177  0.2580  0.2438  0.2695  0.2781  0.2590  0.2302  0.2164  0.2129  0.2262  0.2313  0.2310
  0.2355  0.2339  0.2374  0.2342  0.2345  0.2328  0.2375  0.2427  0.2330  0.2268  0.3151  0.3067  0.2446  0.2052  0.2310  0.2351  0.2225  0.2585  0.2874  0.3273  0.3165  0.3063  0.2460  0.2005  0.2280  0.2475  0.2359  0.2702  0.2644  0.2567  0.2226  0.2054  0.2069  0.2224  0.2240  0.2283
  0.2312  0.2300  0.2300  0.2238  0.2281  0.2211  0.2290  0.2490  0.2510  0.2454  0.3268  0.3134  0.2802  0.1966  0.2226  0.2383  0.2078  0.2241  0.2628  0.3314  0.3224  0.3089  0.2125  0.1947  0.2386  0.2345  0.2145  0.2617  0.2616  0.2532  0.2177  0.2012  0.2059  0.2197  0.2195  0.2282
  0.2223  0.2186  0.2098  0.2081  0.2107  0.2124  0.2199  0.2098  0.2433  0.2747  0.3121  0.3160  0.3216  0.2662  0.2026  0.2241  0.2039  0.2272  0.2476  0.3423  0.3243  0.2804  0.1865  0.2147  0.1946  0.2132  0.2139  0.2109  0.3353  0.3039  0.2244  0.2754  0.2417  0.2288  0.2340  0.2332
  0.2265  0.2283  0.2228  0.2249  0.2281  0.2308  0.2329  0.2217  0.2524  0.2651  0.3044  0.3109  0.3259  0.3000  0.2462  0.2246  0.2069  0.2200  0.2125  0.3188  0.3231  0.2812  0.1953  0.2301  0.2049  0.2238  0.2178  0.2133  0.2820  0.2796  0.2201  0.2756  0.2909  0.2352  0.2348  0.2352
  0.2305  0.2340  0.2317  0.2355  0.2377  0.2407  0.2372  0.2349  0.2580  0.2547  0.3005  0.3061  0.3243  0.3202  0.2692  0.2295  0.2147  0.2209  0.1907  0.2947  0.3227  0.2851  0.2062  0.2378  0.2152  0.2314  0.2185  0.2223  0.2411  0.2513  0.2154  0.2728  0.3096  0.2417  0.2357  0.2352
  0.2352  0.2326  0.2342  0.2357  0.2331  0.2349  0.2241  0.2544  0.2579  0.2401  0.3042  0.3004  0.3102  0.3165  0.2545  0.2449  0.2346  0.2395  0.1913  0.2633  0.3242  0.2964  0.2244  0.2307  0.2282  0.2343  0.2130  0.2478  0.2155  0.2076  0.2084  0.2631  0.2680  0.2500  0.2369  0.2311
  0.2463  0.2392  0.2408  0.2458  0.2343  0.2506  0.2268  0.2701  0.2548  0.2119  0.2658  0.3013  0.2982  0.3169  0.2385  0.2458  0.2511  0.2676  0.2220  0.2930  0.3308  0.2750  0.2739  0.2357  0.2336  0.2505  0.2274  0.2399  0.2304  0.2168  0.2670  0.3105  0.2648  0.2373  0.2516  0.2365
