-START-OF-DATA-
1759.5 2.78E-04 
1769.5 2.78E-04 
1779.5 2.78E-04 
1789.5 2.78E-04 
1799.5 2.78E-04 
1809.5 2.78E-04 
1819.5 2.78E-04 
1829.5 2.78E-04 
1839.5 2.78E-04 
1849.5 2.79E-04 
1859.5 2.79E-04 
1869.5 2.79E-04 
1879.5 2.80E-04 
1889.5 2.81E-04 
1899.5 2.82E-04 
1909.5 2.84E-04 
1919.5 2.87E-04 
1929.5 2.89E-04 
1939.5 2.92E-04 
1949.5 2.96E-04 
1959.5 3.02E-04 
1969.5 3.12E-04 
1979.5 3.26E-04 
1989.5 3.43E-04 
1999.5 3.62E-04 
2009.5 3.86E-04 
2019.5 4.16E-04 
2029.5 4.45E-04 
2039.5 4.72E-04 
2049.5 4.95E-04 
2059.5 5.12E-04 
2069.5 5.23E-04 
2079.5 5.29E-04 
2089.5 5.32E-04 
2099.5 5.32E-04 
2109.5 5.30E-04 
2119.5 5.27E-04 
2129.5 5.23E-04 
2139.5 5.19E-04 
2149.5 5.15E-04 
2159.5 5.10E-04 
2169.5 5.06E-04 
2179.5 5.02E-04 
2189.5 4.98E-04 
2199.5 4.94E-04 
2209.5 4.91E-04 
2219.5 4.87E-04 
2229.5 4.84E-04 
2239.5 4.81E-04 
2249.5 4.78E-04 
2259.5 4.75E-04 
2269.5 4.72E-04 
2279.5 4.69E-04 
2289.5 4.67E-04 
2299.5 4.64E-04 
2309.5 4.62E-04 
2319.5 4.60E-04 
2329.5 4.57E-04 
2339.5 4.55E-04 
2349.5 4.53E-04 
2359.5 4.51E-04 
2369.5 4.49E-04 
2379.5 4.48E-04 
2389.5 4.46E-04 
2399.5 4.44E-04 
2409.5 4.43E-04 
2419.5 4.41E-04 
2429.5 4.39E-04 
2439.5 4.38E-04 
2449.5 4.36E-04 
2459.5 4.35E-04 
2469.5 4.34E-04 
2479.5 4.32E-04 
2489.5 4.31E-04 
2499.5 4.30E-04 
2509.5 4.28E-04 
2519.5 4.27E-04 
2529.5 4.26E-04 
2539.5 4.25E-04 
2549.5 4.24E-04 
2559.5 4.23E-04 
2569.5 4.21E-04 
2579.5 4.20E-04 
2589.5 4.19E-04 
2599.5 4.18E-04 
2609.5 4.17E-04 
2619.5 4.16E-04 
2629.5 4.16E-04 
2639.5 4.15E-04 
2649.5 4.14E-04 
2659.5 4.13E-04 
2669.5 4.12E-04 
2679.5 4.11E-04 
2689.5 4.10E-04 
2699.5 4.10E-04 
2709.5 4.09E-04 
2719.5 4.08E-04 
2729.5 4.07E-04 
2739.5 4.07E-04 
2749.5 4.06E-04 
