 
------------------------------------------------------------
   Hello! Welcome to muffingen v0.87
   We are going to make a GREAT model configuration!
------------------------------------------------------------
 
>   1. CHECKING PRIMARY OPTIONS ...
       * A high resolution topography (only) file: INPUT/M2020_merge_Haq60_15_1deg
>   2. CREATING GENIE GRID ...
       - GENIE grid generated.
>   3. READING AXES INFORMATION ...
>   4. READING MASK & TOPO GRIDS ...
       - Mask & topo info read.
>   5. RE-GRIDING MASK ...
       - Mask re-gridded.
       * Original land area fraction    = 0.28858
       * Re-gridded land area fraction  = 0.28935
>   6. FILTERING MASK ...
       - Single cell embayments filtered out.
       - Polar connections cleaned up.
       * found 1 water masses
       * found 2 water masses
       - Small water bodies cleaned up.
       * Revised land area fraction = 0.29707
>   7. USER EDITING OF MASK ...
       * Mask alteration procedure :
         (1) left button to turn grid cell to ocean
         (2) right button to turn grid cell to land
         (3) middle button, or clickoutside the grid, to finish
         -> Cell at (1, 35) now land
         -> Cell at (2, 35) now land
         -> Cell at (33, 14) now land
         -> Cell at (33, 13) now land
         -> Cell at (33, 12) now land
         -> Cell at (36, 1) now land
         -> Cell at (1, 1) now land
         -> Cell at (2, 1) now land
         -> Cell at (3, 1) now land
         -> Cell at (6, 1) now land
         -> Cell at (7, 1) now land
         -> Cell at (8, 1) now land
         -> Cell at (9, 1) now land
         -> Cell at (11, 1) now land
         -> Cell at (12, 1) now land
         -> Cell at (9, 24) now land
         -> Cell at (11, 22) now land
         -> Cell at (12, 21) now land
         -> Cell at (35, 2) now land
         -> Cell at (34, 2) now land
         -> Cell at (14, 36) now land
         -> Cell at (13, 36) now land
       - Out of grid range
       * Mask alteration complete
       * Revised land area fraction = 0.31404
       - User-editing complete.
>   8. CREATE FINAL MASK ...
       - .mask_out.FINAL.dat saved
       * Final land area fraction   = 0.31404
>   9. RE-GRIDING TOPOGRAPHY ...
       - Topography re-gridded.
>   10. RE-GRIDING OCEAN BATHYMETRY ...
       - Bathymetry re-gridding complete.
>  11. FILTERING BATHYMETRY ...
         -> MAKE SHALLOWER :: Loop count = 1 @ (1,26,1); s = 3; l = 0
         -> MAKE SHALLOWER :: Loop count = 1 @ (10,34,3); s = 3; l = 0
         -> MAKE DEEPER :: Loop count = 1 @ (11,10,11); d = 3; l = 1
         -> MAKE DEEPER :: Loop count = 1 @ (11,12,10); d = 4; l = 0
         -> MAKE SHALLOWER :: Loop count = 1 @ (11,16,2); s = 2; l = 2
         -> MAKE DEEPER :: Loop count = 1 @ (11,19,8); d = 2; l = 2
         -> MAKE DEEPER :: Loop count = 1 @ (11,23,7); d = 2; l = 2
         -> MAKE SHALLOWER :: Loop count = 1 @ (11,25,1); s = 2; l = 1
         -> MAKE SHALLOWER :: Loop count = 1 @ (11,26,1); s = 2; l = 1
         -> MAKE SHALLOWER :: Loop count = 1 @ (11,27,1); s = 2; l = 1
         -> MAKE SHALLOWER :: Loop count = 1 @ (11,28,1); s = 3; l = 1
         -> MAKE DEEPER :: Loop count = 1 @ (12,8,6); d = 2; l = 2
         -> MAKE SHALLOWER :: Loop count = 1 @ (12,15,1); s = 2; l = 2
         -> MAKE DEEPER :: Loop count = 1 @ (12,33,16); d = 3; l = 1
         -> MAKE DEEPER :: Loop count = 1 @ (13,7,7); d = 2; l = 2
         -> MAKE SHALLOWER :: Loop count = 1 @ (13,13,1); s = 3; l = 0
         -> MAKE DEEPER :: Loop count = 1 @ (13,17,8); d = 2; l = 2
         -> MAKE DEEPER :: Loop count = 1 @ (13,31,7); d = 2; l = 2
         -> MAKE SHALLOWER :: Loop count = 1 @ (13,32,3); s = 2; l = 1
         -> MAKE SHALLOWER :: Loop count = 1 @ (13,35,2); s = 3; l = 0
         -> MAKE SHALLOWER :: Loop count = 1 @ (14,4,3); s = 2; l = 1
         -> MAKE DEEPER :: Loop count = 1 @ (14,6,14); d = 3; l = 1
         -> MAKE SHALLOWER :: Loop count = 1 @ (14,17,2); s = 3; l = 0
         -> MAKE DEEPER :: Loop count = 1 @ (14,19,7); d = 2; l = 2
         -> MAKE DEEPER :: Loop count = 1 @ (14,29,4); d = 2; l = 2
         -> MAKE SHALLOWER :: Loop count = 1 @ (15,8,1); s = 3; l = 0
         -> MAKE SHALLOWER :: Loop count = 1 @ (15,19,2); s = 3; l = 0
         -> MAKE SHALLOWER :: Loop count = 1 @ (15,20,2); s = 3; l = 1
         -> MAKE DEEPER :: Loop count = 1 @ (15,21,6); d = 2; l = 2
         -> MAKE DEEPER :: Loop count = 1 @ (15,26,6); d = 2; l = 2
         -> MAKE SHALLOWER :: Loop count = 1 @ (15,30,1); s = 3; l = 0
         -> MAKE SHALLOWER :: Loop count = 1 @ (15,34,1); s = 4; l = 0
         -> MAKE DEEPER :: Loop count = 1 @ (16,3,6); d = 2; l = 2
         -> MAKE SHALLOWER :: Loop count = 1 @ (16,5,2); s = 3; l = 0
         -> MAKE SHALLOWER :: Loop count = 1 @ (16,17,1); s = 3; l = 0
         -> MAKE SHALLOWER :: Loop count = 1 @ (16,18,2); s = 3; l = 0
         -> MAKE SHALLOWER :: Loop count = 1 @ (16,21,1); s = 3; l = 0
         -> MAKE SHALLOWER :: Loop count = 1 @ (16,22,1); s = 2; l = 1
         -> MAKE SHALLOWER :: Loop count = 1 @ (16,23,1); s = 2; l = 1
         -> MAKE SHALLOWER :: Loop count = 1 @ (16,24,1); s = 2; l = 1
         -> MAKE SHALLOWER :: Loop count = 1 @ (16,25,1); s = 2; l = 1
         -> MAKE SHALLOWER :: Loop count = 1 @ (16,26,1); s = 3; l = 0
         -> MAKE SHALLOWER :: Loop count = 1 @ (16,27,1); s = 4; l = 0
         -> MAKE SHALLOWER :: Loop count = 1 @ (17,3,4); s = 2; l = 1
         -> MAKE DEEPER :: Loop count = 1 @ (17,5,6); d = 3; l = 1
         -> MAKE SHALLOWER :: Loop count = 1 @ (17,7,2); s = 2; l = 1
         -> MAKE SHALLOWER :: Loop count = 1 @ (17,8,2); s = 2; l = 1
         -> MAKE SHALLOWER :: Loop count = 1 @ (17,9,2); s = 3; l = 0
         -> MAKE SHALLOWER :: Loop count = 1 @ (17,10,1); s = 3; l = 0
         -> MAKE SHALLOWER :: Loop count = 1 @ (17,11,1); s = 2; l = 1
         -> MAKE DEEPER :: Loop count = 1 @ (17,12,4); d = 2; l = 2
         -> MAKE DEEPER :: Loop count = 1 @ (17,17,7); d = 2; l = 2
         -> MAKE SHALLOWER :: Loop count = 1 @ (17,19,1); s = 4; l = 0
         -> MAKE SHALLOWER :: Loop count = 1 @ (17,22,2); s = 3; l = 0
         -> MAKE DEEPER :: Loop count = 1 @ (18,1,6); d = 2; l = 2
         -> MAKE SHALLOWER :: Loop count = 1 @ (18,3,3); s = 4; l = 0
         -> MAKE DEEPER :: Loop count = 1 @ (18,4,13); d = 2; l = 2
         -> MAKE DEEPER :: Loop count = 1 @ (18,10,11); d = 2; l = 2
         -> MAKE DEEPER :: Loop count = 1 @ (18,19,4); d = 3; l = 1
         -> MAKE SHALLOWER :: Loop count = 1 @ (18,27,2); s = 3; l = 0
         -> MAKE DEEPER :: Loop count = 1 @ (18,36,7); d = 2; l = 2
         -> MAKE SHALLOWER :: Loop count = 1 @ (19,2,3); s = 4; l = 0
         -> MAKE DEEPER :: Loop count = 1 @ (19,3,12); d = 2; l = 2
         -> MAKE SHALLOWER :: Loop count = 1 @ (19,9,5); s = 2; l = 2
         -> MAKE SHALLOWER :: Loop count = 1 @ (19,22,1); s = 2; l = 1
         -> MAKE SHALLOWER :: Loop count = 1 @ (19,23,1); s = 2; l = 1
         -> MAKE SHALLOWER :: Loop count = 1 @ (19,24,1); s = 2; l = 1
         -> MAKE SHALLOWER :: Loop count = 1 @ (19,25,1); s = 2; l = 1
         -> MAKE SHALLOWER :: Loop count = 1 @ (19,26,1); s = 3; l = 1
         -> MAKE SHALLOWER :: Loop count = 1 @ (19,29,1); s = 3; l = 0
         -> MAKE SHALLOWER :: Loop count = 1 @ (19,30,1); s = 3; l = 0
         -> MAKE SHALLOWER :: Loop count = 1 @ (19,35,1); s = 2; l = 1
         -> MAKE SHALLOWER :: Loop count = 1 @ (20,1,7); s = 2; l = 1
         -> MAKE DEEPER :: Loop count = 1 @ (20,10,16); d = 2; l = 2
         -> MAKE DEEPER :: Loop count = 1 @ (20,28,7); d = 2; l = 2
         -> MAKE SHALLOWER :: Loop count = 1 @ (20,35,1); s = 2; l = 1
         -> MAKE SHALLOWER :: Loop count = 1 @ (21,1,8); s = 2; l = 1
         -> MAKE SHALLOWER :: Loop count = 1 @ (21,10,10); s = 2; l = 2
         -> MAKE DEEPER :: Loop count = 1 @ (21,30,10); d = 3; l = 1
         -> MAKE SHALLOWER :: Loop count = 1 @ (21,32,1); s = 3; l = 0
         -> MAKE DEEPER :: Loop count = 1 @ (21,34,3); d = 4; l = 0
         -> MAKE SHALLOWER :: Loop count = 1 @ (21,35,1); s = 2; l = 1
         -> MAKE SHALLOWER :: Loop count = 1 @ (22,1,9); s = 2; l = 1
         -> MAKE DEEPER :: Loop count = 1 @ (22,28,6); d = 2; l = 2
         -> MAKE SHALLOWER :: Loop count = 1 @ (22,31,1); s = 4; l = 0
         -> MAKE SHALLOWER :: Loop count = 1 @ (22,35,1); s = 3; l = 1
         -> MAKE DEEPER :: Loop count = 1 @ (23,19,7); d = 2; l = 2
         -> MAKE SHALLOWER :: Loop count = 1 @ (23,21,1); s = 2; l = 1
         -> MAKE SHALLOWER :: Loop count = 1 @ (23,22,1); s = 3; l = 1
         -> MAKE DEEPER :: Loop count = 1 @ (23,25,6); d = 3; l = 1
         -> MAKE SHALLOWER :: Loop count = 1 @ (23,28,1); s = 4; l = 0
         -> MAKE DEEPER :: Loop count = 1 @ (23,32,3); d = 4; l = 0
         -> MAKE SHALLOWER :: Loop count = 1 @ (23,34,1); s = 3; l = 0
         -> MAKE SHALLOWER :: Loop count = 1 @ (24,24,2); s = 3; l = 0
         -> MAKE SHALLOWER :: Loop count = 1 @ (24,26,2); s = 3; l = 0
         -> MAKE SHALLOWER :: Loop count = 1 @ (24,27,2); s = 3; l = 0
         -> MAKE DEEPER :: Loop count = 1 @ (24,30,3); d = 4; l = 0
         -> MAKE SHALLOWER :: Loop count = 1 @ (24,34,1); s = 3; l = 0
         -> MAKE DEEPER :: Loop count = 1 @ (25,13,7); d = 2; l = 2
         -> MAKE SHALLOWER :: Loop count = 1 @ (25,14,4); s = 2; l = 1
         -> MAKE SHALLOWER :: Loop count = 1 @ (25,15,2); s = 2; l = 1
         -> MAKE SHALLOWER :: Loop count = 1 @ (25,33,1); s = 3; l = 0
         -> MAKE SHALLOWER :: Loop count = 1 @ (25,34,1); s = 3; l = 0
         -> MAKE DEEPER :: Loop count = 1 @ (26,17,6); d = 3; l = 1
         -> MAKE DEEPER :: Loop count = 1 @ (26,32,5); d = 4; l = 0
         -> MAKE SHALLOWER :: Loop count = 1 @ (26,34,1); s = 4; l = 0
         -> MAKE SHALLOWER :: Loop count = 1 @ (27,15,1); s = 2; l = 1
         -> MAKE SHALLOWER :: Loop count = 1 @ (27,16,1); s = 2; l = 1
         -> MAKE SHALLOWER :: Loop count = 1 @ (27,17,1); s = 3; l = 0
         -> MAKE SHALLOWER :: Loop count = 1 @ (27,18,1); s = 3; l = 0
         -> MAKE SHALLOWER :: Loop count = 1 @ (27,19,1); s = 3; l = 0
         -> MAKE SHALLOWER :: Loop count = 1 @ (27,20,1); s = 3; l = 0
         -> MAKE SHALLOWER :: Loop count = 1 @ (27,21,1); s = 4; l = 0
         -> MAKE SHALLOWER :: Loop count = 1 @ (27,32,3); s = 3; l = 0
         -> MAKE SHALLOWER :: Loop count = 1 @ (27,33,2); s = 3; l = 0
         -> MAKE DEEPER :: Loop count = 1 @ (28,14,8); d = 2; l = 2
         -> MAKE SHALLOWER :: Loop count = 1 @ (28,34,2); s = 2; l = 1
         -> MAKE DEEPER :: Loop count = 1 @ (29,19,10); d = 2; l = 2
         -> MAKE SHALLOWER :: Loop count = 1 @ (29,30,1); s = 3; l = 0
         -> MAKE SHALLOWER :: Loop count = 1 @ (29,34,2); s = 3; l = 1
         -> MAKE DEEPER :: Loop count = 1 @ (30,11,8); d = 2; l = 2
         -> MAKE SHALLOWER :: Loop count = 1 @ (30,14,3); s = 2; l = 1
         -> MAKE DEEPER :: Loop count = 1 @ (30,16,11); d = 2; l = 2
         -> MAKE DEEPER :: Loop count = 1 @ (30,20,9); d = 3; l = 1
         -> MAKE DEEPER :: Loop count = 1 @ (30,26,5); d = 2; l = 2
         -> MAKE DEEPER :: Loop count = 1 @ (31,7,16); d = 2; l = 2
         -> MAKE SHALLOWER :: Loop count = 1 @ (31,14,1); s = 3; l = 0
         -> MAKE SHALLOWER :: Loop count = 1 @ (31,15,1); s = 3; l = 0
         -> MAKE SHALLOWER :: Loop count = 1 @ (31,31,2); s = 3; l = 0
         -> MAKE DEEPER :: Loop count = 1 @ (32,5,15); d = 2; l = 2
         -> MAKE SHALLOWER :: Loop count = 1 @ (32,10,1); s = 3; l = 0
         -> MAKE SHALLOWER :: Loop count = 1 @ (32,11,1); s = 4; l = 0
         -> MAKE SHALLOWER :: Loop count = 1 @ (32,15,1); s = 3; l = 0
         -> MAKE SHALLOWER :: Loop count = 1 @ (32,16,1); s = 3; l = 0
         -> MAKE SHALLOWER :: Loop count = 1 @ (32,17,1); s = 3; l = 0
         -> MAKE SHALLOWER :: Loop count = 1 @ (32,18,1); s = 3; l = 0
         -> MAKE SHALLOWER :: Loop count = 1 @ (32,19,1); s = 3; l = 0
         -> MAKE DEEPER :: Loop count = 1 @ (32,24,16); d = 2; l = 2
         -> MAKE SHALLOWER :: Loop count = 1 @ (32,31,2); s = 4; l = 0
         -> MAKE DEEPER :: Loop count = 1 @ (33,3,13); d = 2; l = 2
         -> MAKE SHALLOWER :: Loop count = 1 @ (33,19,1); s = 4; l = 0
         -> MAKE DEEPER :: Loop count = 1 @ (33,31,7); d = 3; l = 1
         -> MAKE DEEPER :: Loop count = 1 @ (33,34,5); d = 3; l = 1
         -> MAKE DEEPER :: Loop count = 1 @ (34,17,3); d = 4; l = 0
         -> MAKE SHALLOWER :: Loop count = 1 @ (34,27,6); s = 2; l = 1
         -> MAKE SHALLOWER :: Loop count = 1 @ (34,33,2); s = 3; l = 0
         -> MAKE SHALLOWER :: Loop count = 1 @ (35,30,3); s = 3; l = 0
         -> MAKE SHALLOWER :: Loop count = 1 @ (35,31,2); s = 3; l = 0
         -> MAKE SHALLOWER :: Loop count = 1 @ (35,32,2); s = 3; l = 0
         -> MAKE DEEPER :: Loop count = 1 @ (36,8,2); d = 4; l = 0
         -> MAKE DEEPER :: Loop count = 1 @ (36,30,11); d = 4; l = 0
         -> MAKE SHALLOWER :: Loop count = 1 @ (36,34,2); s = 3; l = 0
         -> MAKE DEEPER :: Loop count = 1 @ (36,35,4); d = 2; l = 2
         -> MAKE SHALLOWER :: Loop count = 2 @ (1,34,2); s = 3; l = 0
         -> MAKE SHALLOWER :: Loop count = 2 @ (3,1,10); s = 2; l = 1
         -> MAKE DEEPER :: Loop count = 2 @ (3,2,15); d = 2; l = 2
         -> MAKE DEEPER :: Loop count = 2 @ (7,6,9); d = 3; l = 1
         -> MAKE DEEPER :: Loop count = 2 @ (8,10,6); d = 2; l = 2
         -> MAKE SHALLOWER :: Loop count = 2 @ (10,11,3); s = 3; l = 1
         -> MAKE SHALLOWER :: Loop count = 2 @ (10,12,8); s = 2; l = 1
         -> MAKE DEEPER :: Loop count = 2 @ (10,13,12); d = 2; l = 2
         -> MAKE DEEPER :: Loop count = 2 @ (10,15,4); d = 2; l = 2
         -> MAKE DEEPER :: Loop count = 2 @ (11,10,10); d = 3; l = 1
         -> MAKE DEEPER :: Loop count = 2 @ (11,19,7); d = 2; l = 2
         -> MAKE DEEPER :: Loop count = 2 @ (11,23,6); d = 2; l = 2
         -> MAKE DEEPER :: Loop count = 2 @ (12,8,5); d = 2; l = 2
         -> MAKE DEEPER :: Loop count = 2 @ (12,33,15); d = 3; l = 1
         -> MAKE DEEPER :: Loop count = 2 @ (13,7,6); d = 2; l = 2
         -> MAKE SHALLOWER :: Loop count = 2 @ (13,12,1); s = 3; l = 0
         -> MAKE DEEPER :: Loop count = 2 @ (13,17,7); d = 2; l = 2
         -> MAKE DEEPER :: Loop count = 2 @ (13,31,6); d = 2; l = 2
         -> MAKE SHALLOWER :: Loop count = 2 @ (13,32,4); s = 2; l = 1
         -> MAKE SHALLOWER :: Loop count = 2 @ (13,35,3); s = 3; l = 0
         -> MAKE DEEPER :: Loop count = 2 @ (14,6,13); d = 3; l = 1
         -> MAKE SHALLOWER :: Loop count = 2 @ (14,16,2); s = 3; l = 0
         -> MAKE DEEPER :: Loop count = 2 @ (14,19,6); d = 2; l = 2
         -> MAKE DEEPER :: Loop count = 2 @ (14,29,3); d = 2; l = 2
         -> MAKE SHALLOWER :: Loop count = 2 @ (15,5,2); s = 3; l = 0
         -> MAKE SHALLOWER :: Loop count = 2 @ (15,6,2); s = 3; l = 0
         -> MAKE SHALLOWER :: Loop count = 2 @ (15,7,2); s = 3; l = 0
         -> MAKE DEEPER :: Loop count = 2 @ (15,21,5); d = 2; l = 2
         -> MAKE DEEPER :: Loop count = 2 @ (15,26,5); d = 2; l = 2
         -> MAKE SHALLOWER :: Loop count = 2 @ (16,11,1); s = 3; l = 0
         -> MAKE SHALLOWER :: Loop count = 2 @ (16,12,1); s = 3; l = 0
         -> MAKE SHALLOWER :: Loop count = 2 @ (16,13,1); s = 2; l = 1
         -> MAKE SHALLOWER :: Loop count = 2 @ (16,14,1); s = 2; l = 1
         -> MAKE SHALLOWER :: Loop count = 2 @ (16,15,1); s = 2; l = 1
         -> MAKE SHALLOWER :: Loop count = 2 @ (16,16,1); s = 3; l = 1
         -> MAKE SHALLOWER :: Loop count = 2 @ (16,17,2); s = 3; l = 0
         -> MAKE SHALLOWER :: Loop count = 2 @ (16,21,2); s = 3; l = 0
         -> MAKE SHALLOWER :: Loop count = 2 @ (16,22,2); s = 2; l = 1
         -> MAKE SHALLOWER :: Loop count = 2 @ (16,23,2); s = 2; l = 1
         -> MAKE SHALLOWER :: Loop count = 2 @ (16,24,2); s = 2; l = 1
         -> MAKE SHALLOWER :: Loop count = 2 @ (16,25,2); s = 2; l = 1
         -> MAKE SHALLOWER :: Loop count = 2 @ (16,26,2); s = 3; l = 0
         -> MAKE SHALLOWER :: Loop count = 2 @ (16,27,2); s = 3; l = 0
         -> MAKE DEEPER :: Loop count = 2 @ (17,12,3); d = 2; l = 2
         -> MAKE DEEPER :: Loop count = 2 @ (17,17,6); d = 2; l = 2
         -> MAKE SHALLOWER :: Loop count = 2 @ (17,19,2); s = 3; l = 0
         -> MAKE SHALLOWER :: Loop count = 2 @ (17,20,2); s = 3; l = 0
         -> MAKE SHALLOWER :: Loop count = 2 @ (18,3,4); s = 3; l = 0
         -> MAKE DEEPER :: Loop count = 2 @ (18,4,12); d = 2; l = 2
         -> MAKE SHALLOWER :: Loop count = 2 @ (18,20,2); s = 3; l = 0
         -> MAKE SHALLOWER :: Loop count = 2 @ (19,2,4); s = 3; l = 0
         -> MAKE DEEPER :: Loop count = 2 @ (19,3,11); d = 2; l = 2
         -> MAKE SHALLOWER :: Loop count = 2 @ (19,9,6); s = 2; l = 2
         -> MAKE SHALLOWER :: Loop count = 2 @ (19,20,2); s = 2; l = 1
         -> MAKE SHALLOWER :: Loop count = 2 @ (19,21,2); s = 2; l = 1
         -> MAKE SHALLOWER :: Loop count = 2 @ (19,22,2); s = 2; l = 1
         -> MAKE SHALLOWER :: Loop count = 2 @ (20,1,8); s = 2; l = 1
         -> MAKE DEEPER :: Loop count = 2 @ (20,10,15); d = 2; l = 2
         -> MAKE DEEPER :: Loop count = 2 @ (20,28,6); d = 2; l = 2
         -> MAKE SHALLOWER :: Loop count = 2 @ (21,1,9); s = 2; l = 1
         -> MAKE DEEPER :: Loop count = 2 @ (21,30,9); d = 3; l = 1
         -> MAKE DEEPER :: Loop count = 2 @ (22,28,5); d = 2; l = 2
         -> MAKE DEEPER :: Loop count = 2 @ (23,19,6); d = 2; l = 2
         -> MAKE SHALLOWER :: Loop count = 2 @ (25,14,5); s = 2; l = 1
         -> MAKE DEEPER :: Loop count = 2 @ (26,17,5); d = 3; l = 1
         -> MAKE SHALLOWER :: Loop count = 2 @ (27,15,2); s = 2; l = 1
         -> MAKE SHALLOWER :: Loop count = 2 @ (27,16,2); s = 2; l = 1
         -> MAKE SHALLOWER :: Loop count = 2 @ (27,17,2); s = 3; l = 0
         -> MAKE SHALLOWER :: Loop count = 2 @ (27,18,2); s = 3; l = 0
         -> MAKE DEEPER :: Loop count = 2 @ (29,19,9); d = 2; l = 2
         -> MAKE SHALLOWER :: Loop count = 2 @ (29,29,1); s = 2; l = 1
         -> MAKE SHALLOWER :: Loop count = 2 @ (29,30,2); s = 3; l = 0
         -> MAKE DEEPER :: Loop count = 2 @ (30,11,7); d = 2; l = 2
         -> MAKE DEEPER :: Loop count = 2 @ (30,16,10); d = 2; l = 2
         -> MAKE DEEPER :: Loop count = 2 @ (30,20,8); d = 3; l = 1
         -> MAKE DEEPER :: Loop count = 2 @ (30,26,4); d = 2; l = 2
         -> MAKE DEEPER :: Loop count = 2 @ (31,7,15); d = 2; l = 2
         -> MAKE DEEPER :: Loop count = 2 @ (32,5,14); d = 2; l = 2
         -> MAKE SHALLOWER :: Loop count = 2 @ (32,31,3); s = 3; l = 0
         -> MAKE DEEPER :: Loop count = 2 @ (33,3,12); d = 2; l = 2
         -> MAKE DEEPER :: Loop count = 2 @ (33,31,6); d = 3; l = 1
         -> MAKE SHALLOWER :: Loop count = 2 @ (34,32,2); s = 4; l = 0
         -> MAKE SHALLOWER :: Loop count = 3 @ (1,33,2); s = 3; l = 0
         -> MAKE DEEPER :: Loop count = 3 @ (3,2,14); d = 2; l = 2
         -> MAKE DEEPER :: Loop count = 3 @ (7,6,8); d = 3; l = 1
         -> MAKE DEEPER :: Loop count = 3 @ (8,10,5); d = 2; l = 2
         -> MAKE SHALLOWER :: Loop count = 3 @ (10,11,4); s = 3; l = 1
         -> MAKE DEEPER :: Loop count = 3 @ (10,13,11); d = 2; l = 2
         -> MAKE DEEPER :: Loop count = 3 @ (11,10,9); d = 3; l = 1
         -> MAKE DEEPER :: Loop count = 3 @ (11,19,6); d = 2; l = 2
         -> MAKE DEEPER :: Loop count = 3 @ (11,23,5); d = 2; l = 2
         -> MAKE DEEPER :: Loop count = 3 @ (12,8,4); d = 2; l = 2
         -> MAKE DEEPER :: Loop count = 3 @ (12,33,14); d = 3; l = 1
         -> MAKE DEEPER :: Loop count = 3 @ (13,17,6); d = 2; l = 2
         -> MAKE DEEPER :: Loop count = 3 @ (14,6,12); d = 3; l = 1
         -> MAKE DEEPER :: Loop count = 3 @ (14,19,5); d = 2; l = 2
         -> MAKE DEEPER :: Loop count = 3 @ (15,21,4); d = 2; l = 2
         -> MAKE DEEPER :: Loop count = 3 @ (15,26,4); d = 2; l = 2
         -> MAKE DEEPER :: Loop count = 3 @ (17,17,5); d = 2; l = 2
         -> MAKE SHALLOWER :: Loop count = 3 @ (18,2,4); s = 3; l = 1
         -> MAKE DEEPER :: Loop count = 3 @ (18,4,11); d = 2; l = 2
         -> MAKE DEEPER :: Loop count = 3 @ (19,3,10); d = 2; l = 2
         -> MAKE SHALLOWER :: Loop count = 3 @ (19,9,7); s = 2; l = 2
         -> MAKE SHALLOWER :: Loop count = 3 @ (20,1,9); s = 2; l = 1
         -> MAKE DEEPER :: Loop count = 3 @ (20,10,14); d = 2; l = 2
