3.495514983307722900e+01 3.591730650642212908e+01 3.810267542086418757e+01 4.144524783571177551e+01 4.561034188672476830e+01 5.008251759647765766e+01 5.433798709436804586e+01 5.799151059817550902e+01 6.084396033626465794e+01 6.282488189012416768e+01 6.389843731118695302e+01 6.401130340060906576e+01 6.314516409604925684e+01 6.145262056134986040e+01 5.936239762697169198e+01 5.750675649283094515e+01 5.644044115298608943e+01 5.631157686370170978e+01 5.672788091159755197e+01 5.693794126403670930e+01 5.620842155918087713e+01 5.417182929173162620e+01 5.097085783383764834e+01 4.716894908282647236e+01 4.350426052688064971e+01 4.061263377453628465e+01 3.883700542048603666e+01 3.817121043462002206e+01 3.831748161698358501e+01 3.880486229378753649e+01 3.914289808363834311e+01 3.898358685935903623e+01 3.823752479255405490e+01 3.708583132935888926e+01 3.588611803083828988e+01 3.504815173004374174e+01
4.301296666324199691e+01 4.479731441330137187e+01 4.770449485014775348e+01 5.202884950007209852e+01 5.716611804573744138e+01 6.196656788178346886e+01 6.560455132587881621e+01 6.801326340632928691e+01 6.967466830958299795e+01 7.114370310800234165e+01 7.259431913424791105e+01 7.349289675177719516e+01 7.266550929647942780e+01 6.909604150181982618e+01 6.317917418887709857e+01 5.722827324494614487e+01 5.423733375442714788e+01 5.566280593084445627e+01 6.029769956915050955e+01 6.523110868029452547e+01 6.775162089922220332e+01 6.660043019077932058e+01 6.217201682472154545e+01 5.607247790943871024e+01 5.029851183965224948e+01 4.630851481139249870e+01 4.452184785072678608e+01 4.450980869019966235e+01 4.547078993468285546e+01 4.649400757928849259e+01 4.670722981861867140e+01 4.565170530322298248e+01 4.371289464016598458e+01 4.196832263400698082e+01 4.132630305440814311e+01 4.183220700936186631e+01
6.451909842802663775e+01 6.697521817407987044e+01 6.843873360119509641e+01 7.045773609376294644e+01 7.233673270064076632e+01 7.263726091692511488e+01 7.136838225417372428e+01 6.986170998656939446e+01 6.934225608381390771e+01 7.031715720993192065e+01 7.284631347519690792e+01 7.644809752682709814e+01 7.930682611018264083e+01 7.839028470440167951e+01 7.202768967722231253e+01 6.279821654693520827e+01 5.628125749339301365e+01 5.594674510106523257e+01 6.028634488841245798e+01 6.533269844914283908e+01 6.835506790135896438e+01 6.852413337574137131e+01 6.600785347483275700e+01 6.194322543298318351e+01 5.831285959643092554e+01 5.654707841026480253e+01 5.642395107411319799e+01 5.678202378000621309e+01 5.681069432333502789e+01 5.617035589310425081e+01 5.445478178128990976e+01 5.157190295293685267e+01 4.886417662696335640e+01 4.890217838555953023e+01 5.305358689999293631e+01 5.943013470811226284e+01
8.117406612343005179e+01 8.218699708748584953e+01 8.108786830835418868e+01 8.070942546928648653e+01 7.914761076316074195e+01 7.449133411603594368e+01 6.869553046250678108e+01 6.509667704832369850e+01 6.475971090250095585e+01 6.648923609226487486e+01 6.929437662548700416e+01 7.381886323272206596e+01 8.027950354138744160e+01 8.512580325630389666e+01 8.302473048957692470e+01 7.400720100068349439e+01 6.487475993026305332e+01 6.097421408150857047e+01 6.071177172478629558e+01 6.055852680142922395e+01 6.048932233975119033e+01 6.153734947931081933e+01 6.245478914006908155e+01 6.193275898130487178e+01 6.116298599644441225e+01 6.179476350895191672e+01 6.327619498504735418e+01 6.390321501647793667e+01 6.310747990211162062e+01 6.133098861203459506e+01 5.864023549255500711e+01 5.502562664000646464e+01 5.227722432168930311e+01 5.419767874016816478e+01 6.275801013526866967e+01 7.403543660591836328e+01
8.708413196477530960e+01 8.495230871023565555e+01 8.194867523140642618e+01 8.115969266793661063e+01 7.793249590145856587e+01 6.981675482319519688e+01 6.144570539205848547e+01 5.799868007863663166e+01 5.963054912197852531e+01 6.282424927809017845e+01 6.483063825822293325e+01 6.750946118134156393e+01 7.530379291753484949e+01 8.656872998520223916e+01 9.181523039525137619e+01 8.602010977449806717e+01 7.592503130701152259e+01 6.883531614738835458e+01 6.304605892240677179e+01 5.592235426811517129e+01 5.149387801727169744e+01 5.324617281541969760e+01 5.763716289909972090e+01 5.997901152086162568e+01 6.065332673682383557e+01 6.205354826091455323e+01 6.392389759579811681e+01 6.456772469503479783e+01 6.376051751944159207e+01 6.228718605718139401e+01 6.033192368028998942e+01 5.780092553814895950e+01 5.609847891497275185e+01 5.901909625528821124e+01 6.903074416847559291e+01 8.133017066216142155e+01
8.370258810006339445e+01 7.798763717601141821e+01 7.473187559177574713e+01 7.578227941471550366e+01 7.260355485798903885e+01 6.275305944182267126e+01 5.385613156744058472e+01 5.182982842114411426e+01 5.551990700231382192e+01 6.008975901640418726e+01 6.102206748345926002e+01 6.024459479870403555e+01 6.712040911351864736e+01 8.418822195158884369e+01 9.795154860814554354e+01 9.644043238902138171e+01 8.591594595687604397e+01 7.665599868313157117e+01 6.678283018848973995e+01 5.375790743675629813e+01 4.545118369445116002e+01 4.775717992552256419e+01 5.479394401955646998e+01 5.881858418601728999e+01 5.963786314372146080e+01 6.031786082410276606e+01 6.118321806113794992e+01 6.127813154997729583e+01 6.096235787290102337e+01 6.072887833690499804e+01 6.051819762800062108e+01 6.049786515325619973e+01 6.107327442558605668e+01 6.423897586806197069e+01 7.254022838721834887e+01 8.200045232981071308e+01
7.470156165169889562e+01 6.649607004255675236e+01 6.483719443290652862e+01 6.900772426839810691e+01 6.672819578051803546e+01 5.684806830812723177e+01 4.951206363666442201e+01 4.920885218671810435e+01 5.337358086152845260e+01 5.835571312566260360e+01 5.890178377337168314e+01 5.503184710706717908e+01 5.969173189481846009e+01 8.085926748182477297e+01 1.019676127294873993e+02 1.034957245209450889e+02 9.165499651463525765e+01 8.123139322589308620e+01 7.021544053065062485e+01 5.447990388802699613e+01 4.396856697977730732e+01 4.631929557015051557e+01 5.438871932190441782e+01 5.905507419566561111e+01 5.973758429997904074e+01 5.920430394960310139e+01 5.810309612290225800e+01 5.693330387186896502e+01 5.705118629626919358e+01 5.812974318750683267e+01 5.956945425228045821e+01 6.251827906108063360e+01 6.626246815912935517e+01 6.926035955597507154e+01 7.355848908540508546e+01 7.778825194156409850e+01
6.435797041134117080e+01 5.552203201191486670e+01 5.662643523139809787e+01 6.375970732402705465e+01 6.219452007338252031e+01 5.362514848536825696e+01 4.966774068038957779e+01 5.090519209185735861e+01 5.335397073771618182e+01 5.732183947829507531e+01 5.849652764824138274e+01 5.323502711418940692e+01 5.556616747639345988e+01 7.891730880375818913e+01 1.049601375141678403e+02 1.071502466559880986e+02 9.238770605993829577e+01 8.130837737804074550e+01 7.191879881973937927e+01 5.686776938464579700e+01 4.593355211514747793e+01 4.756401144967243511e+01 5.495169682430567804e+01 5.975655991135523948e+01 6.098063657747667321e+01 5.971731123628600812e+01 5.640620102887783816e+01 5.342137545476769844e+01 5.354246370489585161e+01 5.544500057416902195e+01 5.776794407102237017e+01 6.328208557117857680e+01 7.046522705882051696e+01 7.317494970106723429e+01 7.254809701773432096e+01 7.115003263677436962e+01
5.536885642818490538e+01 4.770083702485034394e+01 5.188541040797227311e+01 6.086548437833907599e+01 5.925902284129393394e+01 5.292995569961495050e+01 5.374013257164230595e+01 5.632429834205905905e+01 5.523616193528076934e+01 5.675267576987328511e+01 5.923690413549398670e+01 5.450005104175367876e+01 5.507876679538499332e+01 7.903508670044919882e+01 1.076066532097343895e+02 1.083120251841238968e+02 8.924362430035589000e+01 7.755306386274997976e+01 7.145330851943933226e+01 5.943595536154808201e+01 4.937029301981065998e+01 4.959408723014632869e+01 5.500715375463524026e+01 5.988142127856471575e+01 6.259848458541322458e+01 6.143633020711355641e+01 5.619410121746165032e+01 5.114409919385006731e+01 5.076169666227723098e+01 5.292382835542752417e+01 5.534144818566579715e+01 6.267470570224329407e+01 7.306344626027852485e+01 7.545442295762441631e+01 6.997882324612602645e+01 6.390503864959232772e+01
4.907674528413164694e+01 4.405305166468384925e+01 5.098668403983444364e+01 6.021709359162345265e+01 5.762430684760117572e+01 5.417418846008767019e+01 6.072231830963653465e+01 6.461416896169166080e+01 5.885790414021121819e+01 5.659740422740691201e+01 6.044336172599122392e+01 5.781450535140402280e+01 5.747184074638800411e+01 8.081253934606313294e+01 1.100136799104142682e+02 1.079414569480422301e+02 8.386460610927369430e+01 7.133066787593148206e+01 6.892816626096957577e+01 6.097188831764884043e+01 5.256370273429305229e+01 5.103132011039799210e+01 5.375563707043386330e+01 5.885268585265744434e+01 6.379164155599553965e+01 6.343278236427339323e+01 5.682557465210869907e+01 4.973135822996979982e+01 4.835690647356209126e+01 5.036505359524868197e+01 5.239890572806881153e+01 6.081170488100441673e+01 7.386476547012753713e+01 7.585078322626397096e+01 6.612576723992125949e+01 5.707179887094550708e+01
