-1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02
-1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02
-1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 5.898692703247070312e+01 -1.000000000000000000e+02 -1.000000000000000000e+02 1.273228683471679688e+02 2.021398620605468750e+02 2.329204406738281250e+02 1.843405303955078125e+02 2.373065032958984375e+02 2.226601715087890625e+02 2.336843872070312500e+02 2.333008117675781250e+02 2.309221801757812500e+02 2.314061584472656250e+02 2.299934082031250000e+02 2.316851501464843750e+02 2.364102935791015625e+02 2.387356567382812500e+02 2.354041290283203125e+02 2.311538696289062500e+02 2.281451873779296875e+02 2.265039520263671875e+02 2.241628723144531250e+02 2.238646697998046875e+02 2.230519409179687500e+02 2.214383392333984375e+02 2.200705871582031250e+02 2.200634002685546875e+02 2.172809448242187500e+02 2.195261993408203125e+02 2.169005737304687500e+02 2.152393188476562500e+02 1.927653198242187500e+02 1.385170745849609375e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 2.260530242919921875e+02 2.431804199218750000e+02 2.507699279785156250e+02 2.511793975830078125e+02 2.509622802734375000e+02 2.534004211425781250e+02 2.530586395263671875e+02 2.566907043457031250e+02 2.584774475097656250e+02 2.457485504150390625e+02 2.286354370117187500e+02 2.206581268310546875e+02 2.288191375732421875e+02 2.464678039550781250e+02 2.416981353759765625e+02 2.399409484863281250e+02 2.436245117187500000e+02 2.326884918212890625e+02 1.913036499023437500e+02 1.782997131347656250e+02 2.108226013183593750e+02 1.098028640747070312e+02 -1.000000000000000000e+02 1.226095657348632812e+02 1.202251663208007812e+02 1.481013336181640625e+02 2.331097564697265625e+02 1.796892395019531250e+02 1.233486938476562500e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02
-1.000000000000000000e+02 -1.000000000000000000e+02 2.154743347167968750e+02 2.346056823730468750e+02 2.484665679931640625e+02 2.358307037353515625e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 2.341871185302734375e+02 2.398466491699218750e+02 2.413007354736328125e+02 2.368079376220703125e+02 2.302069091796875000e+02 2.301835784912109375e+02 2.303057556152343750e+02 2.249758605957031250e+02 2.202376098632812500e+02 2.186465606689453125e+02 2.235280456542968750e+02 2.251305236816406250e+02 2.285574645996093750e+02 2.328603210449218750e+02 2.302233581542968750e+02 2.291518859863281250e+02 2.272809143066406250e+02 2.237235260009765625e+02 2.234700927734375000e+02 2.247632598876953125e+02 2.248695831298828125e+02 2.253488006591796875e+02 2.247345123291015625e+02 2.229108123779296875e+02 2.218681793212890625e+02 2.213759765625000000e+02 2.207725982666015625e+02 2.225584869384765625e+02 2.222381286621093750e+02 2.186579589843750000e+02 1.999655609130859375e+02 1.336915283203125000e+02 -1.000000000000000000e+02 2.484305877685546875e+02 2.553161010742187500e+02 2.614266967773437500e+02 2.646099548339843750e+02 2.661884765625000000e+02 2.625260620117187500e+02 2.621553955078125000e+02 2.633687438964843750e+02 2.617333068847656250e+02 2.586889648437500000e+02 2.571137084960937500e+02 2.517515411376953125e+02 2.574260864257812500e+02 2.550503845214843750e+02 2.551963806152343750e+02 2.553582153320312500e+02 2.545401000976562500e+02 2.510719909667968750e+02 2.513287963867187500e+02 2.524270477294921875e+02 2.351305084228515625e+02 2.150792083740234375e+02 2.418192749023437500e+02 2.361911163330078125e+02 2.314893188476562500e+02 2.449820098876953125e+02 2.444174041748046875e+02 2.287280120849609375e+02 2.385369873046875000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02
2.490401611328125000e+02 2.510874786376953125e+02 2.507698364257812500e+02 2.512165985107421875e+02 2.498596649169921875e+02 2.499314575195312500e+02 2.489219818115234375e+02 2.465855560302734375e+02 2.420962829589843750e+02 2.367489776611328125e+02 2.325618591308593750e+02 2.243649291992187500e+02 2.155343170166015625e+02 2.203555450439453125e+02 2.205206756591796875e+02 2.165715026855468750e+02 2.153923645019531250e+02 2.148472595214843750e+02 2.151504516601562500e+02 2.167634735107421875e+02 2.203374786376953125e+02 2.263444824218750000e+02 2.278318176269531250e+02 2.257852783203125000e+02 2.276023254394531250e+02 2.253274841308593750e+02 2.260308837890625000e+02 2.300852203369140625e+02 2.259916076660156250e+02 2.247217407226562500e+02 2.234778289794921875e+02 2.210273132324218750e+02 2.219812927246093750e+02 2.209996185302734375e+02 2.190476989746093750e+02 2.214939117431640625e+02 2.257194366455078125e+02 2.190002136230468750e+02 2.173597259521484375e+02 2.154340667724609375e+02 2.079465484619140625e+02 2.525495758056640625e+02 2.387504882812500000e+02 2.516278381347656250e+02 2.574615783691406250e+02 2.574836425781250000e+02 2.568661499023437500e+02 2.608393554687500000e+02 2.620964660644531250e+02 2.617964782714843750e+02 2.602539367675781250e+02 2.593172302246093750e+02 2.584122619628906250e+02 2.544761199951171875e+02 2.531519622802734375e+02 2.533742980957031250e+02 2.553558807373046875e+02 2.563960876464843750e+02 2.541579132080078125e+02 2.521108398437500000e+02 2.522732391357421875e+02 2.522988433837890625e+02 2.510719757080078125e+02 2.511555480957031250e+02 2.492841186523437500e+02 2.465291290283203125e+02 2.456372070312500000e+02 2.366102905273437500e+02 2.274553375244140625e+02 2.461732177734375000e+02 2.480752105712890625e+02 2.472376098632812500e+02
2.470573120117187500e+02 2.481687774658203125e+02 2.476780395507812500e+02 2.497303314208984375e+02 2.512856140136718750e+02 2.450603485107421875e+02 2.453005371093750000e+02 2.409978485107421875e+02 2.281994476318359375e+02 2.264662475585937500e+02 2.230533752441406250e+02 2.209863281250000000e+02 2.178478546142578125e+02 2.192910156250000000e+02 2.170415802001953125e+02 2.175577239990234375e+02 2.180975494384765625e+02 2.167868499755859375e+02 2.148611297607421875e+02 2.158522491455078125e+02 2.176540527343750000e+02 2.183475036621093750e+02 2.207063598632812500e+02 2.199792633056640625e+02 2.187420959472656250e+02 2.187154235839843750e+02 2.196495971679687500e+02 2.295954742431640625e+02 2.257828826904296875e+02 2.188840942382812500e+02 2.187166290283203125e+02 2.184296264648437500e+02 2.197249908447265625e+02 2.192320709228515625e+02 2.185342712402343750e+02 2.189824066162109375e+02 2.232278900146484375e+02 2.180645294189453125e+02 2.249197845458984375e+02 2.198636016845703125e+02 2.253527984619140625e+02 2.352178192138671875e+02 2.425744934082031250e+02 2.438711853027343750e+02 2.409054412841796875e+02 2.410747985839843750e+02 2.426841430664062500e+02 2.582267456054687500e+02 2.555796661376953125e+02 2.545605926513671875e+02 2.564799194335937500e+02 2.557296905517578125e+02 2.546580963134765625e+02 2.504914398193359375e+02 2.531646575927734375e+02 2.511179046630859375e+02 2.520877990722656250e+02 2.587535095214843750e+02 2.595472412109375000e+02 2.554901580810546875e+02 2.528005676269531250e+02 2.533974761962890625e+02 2.514337463378906250e+02 2.531006164550781250e+02 2.489581451416015625e+02 2.399294433593750000e+02 2.319191284179687500e+02 2.269160614013671875e+02 2.340010986328125000e+02 2.418510284423828125e+02 2.427946624755859375e+02 2.434797515869140625e+02
2.297391662597656250e+02 2.308991851806640625e+02 2.357264404296875000e+02 2.416244659423828125e+02 2.452920837402343750e+02 2.429227752685546875e+02 2.403749237060546875e+02 2.303384246826171875e+02 2.214588012695312500e+02 2.215842132568359375e+02 2.162577209472656250e+02 2.189888153076171875e+02 2.204792938232421875e+02 2.102087402343750000e+02 2.167277221679687500e+02 2.166157989501953125e+02 2.176167755126953125e+02 2.162544708251953125e+02 2.152501831054687500e+02 2.165686187744140625e+02 2.184493865966796875e+02 2.141913146972656250e+02 2.124985504150390625e+02 2.121734924316406250e+02 2.050479736328125000e+02 2.050143890380859375e+02 2.076989135742187500e+02 2.075854034423828125e+02 2.066583404541015625e+02 2.096118927001953125e+02 2.135169677734375000e+02 2.158744201660156250e+02 2.160875701904296875e+02 2.168053741455078125e+02 2.167579040527343750e+02 2.168100280761718750e+02 2.175325317382812500e+02 1.456388092041015625e+02 1.502851867675781250e+02 2.357801361083984375e+02 2.368229064941406250e+02 2.246422119140625000e+02 2.331559448242187500e+02 2.310938568115234375e+02 2.024436340332031250e+02 2.471049194335937500e+02 2.549556427001953125e+02 2.544352264404296875e+02 2.499348144531250000e+02 2.434192962646484375e+02 2.424823150634765625e+02 2.363425292968750000e+02 2.388128509521484375e+02 2.484573516845703125e+02 2.502766571044921875e+02 2.470792694091796875e+02 2.454555511474609375e+02 2.562322387695312500e+02 2.582263183593750000e+02 2.462967224121093750e+02 2.346607513427734375e+02 2.463815460205078125e+02 2.502036590576171875e+02 2.540162506103515625e+02 2.449035644531250000e+02 2.344066619873046875e+02 2.262637329101562500e+02 2.273257598876953125e+02 2.426552581787109375e+02 2.405593872070312500e+02 2.423564453125000000e+02 2.363192901611328125e+02
2.295825500488281250e+02 2.321741180419921875e+02 2.306867675781250000e+02 2.298130493164062500e+02 2.349517059326171875e+02 2.338528594970703125e+02 2.250637207031250000e+02 2.174173889160156250e+02 2.142016448974609375e+02 2.159990234375000000e+02 2.124923095703125000e+02 2.130186004638671875e+02 2.154925384521484375e+02 2.301458587646484375e+02 2.453103485107421875e+02 2.149026031494140625e+02 2.165868072509765625e+02 2.151975250244140625e+02 2.174002532958984375e+02 2.175502929687500000e+02 2.187599945068359375e+02 2.177956695556640625e+02 2.121590576171875000e+02 2.103637847900390625e+02 2.029416351318359375e+02 2.025293579101562500e+02 1.981723785400390625e+02 1.969756927490234375e+02 1.908633117675781250e+02 1.966767120361328125e+02 2.056753540039062500e+02 2.115212249755859375e+02 2.142076263427734375e+02 2.163040618896484375e+02 2.152889404296875000e+02 2.148414764404296875e+02 2.146109466552734375e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 2.123928222656250000e+02 2.020709228515625000e+02 2.188508300781250000e+02 2.151561279296875000e+02 2.342459869384765625e+02 2.406377868652343750e+02 2.485440216064453125e+02 2.442788238525390625e+02 2.396645202636718750e+02 2.329212799072265625e+02 2.258524017333984375e+02 2.176904296875000000e+02 2.232366027832031250e+02 2.383505096435546875e+02 2.382046051025390625e+02 2.285528411865234375e+02 2.321118011474609375e+02 2.395380249023437500e+02 2.476748504638671875e+02 2.368712005615234375e+02 2.281797943115234375e+02 2.351972961425781250e+02 2.473583679199218750e+02 2.479249725341796875e+02 2.419673919677734375e+02 2.306800231933593750e+02 2.102487792968750000e+02 2.195793609619140625e+02 2.430309143066406250e+02 2.374829254150390625e+02 2.373712310791015625e+02 2.317517395019531250e+02
2.289264831542968750e+02 2.215629272460937500e+02 2.231144866943359375e+02 2.197652587890625000e+02 2.220368194580078125e+02 2.232544555664062500e+02 2.180464477539062500e+02 2.099490661621093750e+02 2.104182586669921875e+02 2.098032073974609375e+02 2.117870788574218750e+02 2.095252990722656250e+02 2.044702606201171875e+02 2.456052703857421875e+02 2.330682983398437500e+02 2.042261047363281250e+02 2.157642211914062500e+02 2.167666168212890625e+02 2.182837371826171875e+02 2.188209228515625000e+02 2.169706268310546875e+02 2.142009124755859375e+02 2.127647705078125000e+02 2.084678039550781250e+02 2.049154510498046875e+02 2.035631866455078125e+02 1.978311004638671875e+02 1.944147949218750000e+02 1.922823944091796875e+02 1.881722106933593750e+02 1.974040832519531250e+02 2.100001220703125000e+02 2.131386260986328125e+02 2.150810394287109375e+02 2.152584228515625000e+02 2.136429443359375000e+02 1.863878021240234375e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 2.240077362060546875e+02 2.087663879394531250e+02 2.211874847412109375e+02 2.286571350097656250e+02 2.379208679199218750e+02 2.411816253662109375e+02 2.382181396484375000e+02 2.363427429199218750e+02 2.344074859619140625e+02 2.265690002441406250e+02 2.210008087158203125e+02 2.221553497314453125e+02 2.211186065673828125e+02 2.301926574707031250e+02 2.276616668701171875e+02 2.297692718505859375e+02 2.301328582763671875e+02 2.336058807373046875e+02 2.354085998535156250e+02 2.358447265625000000e+02 2.284458770751953125e+02 2.334006195068359375e+02 2.423420562744140625e+02 2.455499267578125000e+02 2.306333770751953125e+02 2.075032501220703125e+02 2.024277191162109375e+02 2.251261291503906250e+02 2.357915344238281250e+02 2.353732757568359375e+02 2.274320526123046875e+02 2.289090576171875000e+02
2.154842071533203125e+02 2.147227630615234375e+02 2.142016448974609375e+02 2.155603332519531250e+02 2.167798461914062500e+02 2.174187011718750000e+02 2.166370239257812500e+02 2.148422241210937500e+02 2.114590454101562500e+02 2.005274047851562500e+02 2.120086212158203125e+02 2.054227447509765625e+02 2.011464385986328125e+02 1.850238800048828125e+02 1.906709289550781250e+02 1.934225311279296875e+02 2.122811279296875000e+02 2.168913574218750000e+02 2.178793182373046875e+02 2.175408325195312500e+02 2.144011993408203125e+02 2.109706268310546875e+02 2.116704406738281250e+02 2.110771026611328125e+02 2.078263397216796875e+02 2.050347595214843750e+02 2.024643707275390625e+02 1.949927062988281250e+02 1.902751312255859375e+02 1.825260314941406250e+02 1.916279754638671875e+02 2.077987060546875000e+02 2.136184234619140625e+02 2.137899627685546875e+02 2.129323272705078125e+02 2.055920715332031250e+02 1.666065673828125000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 2.305784301757812500e+02 2.288496551513671875e+02 2.298083343505859375e+02 2.345709381103515625e+02 2.353556518554687500e+02 2.362527770996093750e+02 2.318316497802734375e+02 2.275930633544921875e+02 2.254897003173828125e+02 2.164431610107421875e+02 2.198208007812500000e+02 2.216599121093750000e+02 2.235510559082031250e+02 2.236712341308593750e+02 2.262091979980468750e+02 2.330788726806640625e+02 2.331641540527343750e+02 2.312362670898437500e+02 2.295994720458984375e+02 2.256085052490234375e+02 2.206704101562500000e+02 2.216996307373046875e+02 2.287264251708984375e+02 2.357433776855468750e+02 2.253406677246093750e+02 2.131416931152343750e+02 2.166840057373046875e+02 2.181468658447265625e+02 2.217187652587890625e+02 2.259241180419921875e+02 2.179290771484375000e+02 2.174123840332031250e+02
