2.65    273.2
2.69    273.3
2.77    273.7
2.9     274.3
3.02    275.2
3.24    275.4
3.34    275.41
3.42    275.9
3.689   276.7
3.81    277.1
4.17    277.6
4.385   278.6
4.77    279.3
5.04    279.49
5.35    280.4
5.847   280.9
6.04    281.29
6.06    281.5
6.77    282.6
7.04    282.8
7.1     283.2
8.05    283.98
8.12    284.3
8.67    284.7
9.04    284.98
9.191   285.4
9.62    285.7
9.78    285.9
10.04   285.98
10.1    286.1
10.31   286.3
10.63   286.5
10.8    286.7
11.65   287.3
13.044  288.5
13.11   288.7
13.96   289
14.05   288.9
15.9    290.5
18.554  291.2
20.11   291.7
21.13   292.1
28.57   294.3
29.9    295.1
30      295.2
33.8    295.8
33.992  295.72
34.75   295.9
35.302  295.89
43.8    298.2
44.3    298.1
48.68   298.7
56.9    300.2
62.4    300.9
64.812  301
68.09   301.6
77.499  302
110.8   306.7
152.7   310.3
187.3   312.7
206.3   313.7
223.9   314.2
237.5   315.1
271.7   316.8
319.7   318.3
367.8   319.6
397     320.1

