	0	5	15	25	35	45	55	65	75	85	95	105	115	125	135	145	155	165	175	185	195	205	215	225	235	245	255	265	275	285	295	305	315	325	335	345	355	365	375	385	395
1200	1.13E-02	1.13E-02	1.13E-02	1.13E-02	1.13E-02	1.12E-02	1.12E-02	1.12E-02	1.12E-02	1.12E-02	1.11E-02	1.11E-02	1.11E-02	1.11E-02	1.11E-02	1.11E-02	1.11E-02	1.11E-02	1.11E-02	1.11E-02	1.11E-02	1.11E-02	1.11E-02	1.10E-02	1.10E-02	1.10E-02	1.10E-02	1.10E-02	1.10E-02	1.10E-02	1.10E-02	1.10E-02	1.10E-02	1.10E-02	1.10E-02	1.10E-02	1.10E-02	1.10E-02	1.10E-02	1.10E-02	
1300	1.03E-02	1.03E-02	1.03E-02	1.03E-02	1.02E-02	1.02E-02	1.02E-02	1.02E-02	1.02E-02	1.02E-02	1.01E-02	1.01E-02	1.01E-02	1.01E-02	1.01E-02	1.01E-02	1.01E-02	1.01E-02	1.01E-02	1.01E-02	1.01E-02	1.01E-02	1.01E-02	1.01E-02	1.01E-02	1.01E-02	1.01E-02	1.01E-02	1.00E-02	1.00E-02	1.00E-02	1.00E-02	1.00E-02	1.00E-02	1.00E-02	1.00E-02	1.00E-02	1.00E-02	1.00E-02	1.00E-02	
1400	9.42E-03	9.40E-03	9.43E-03	9.40E-03	9.37E-03	9.34E-03	9.33E-03	9.32E-03	9.31E-03	9.30E-03	9.28E-03	9.27E-03	9.26E-03	9.25E-03	9.25E-03	9.25E-03	9.24E-03	9.24E-03	9.23E-03	9.23E-03	9.23E-03	9.22E-03	9.22E-03	9.22E-03	9.22E-03	9.21E-03	9.21E-03	9.21E-03	9.21E-03	9.21E-03	9.21E-03	9.21E-03	9.20E-03	9.20E-03	9.20E-03	9.20E-03	9.20E-03	9.20E-03	9.20E-03	9.20E-03	
1500	8.69E-03	8.71E-03	8.69E-03	8.66E-03	8.63E-03	8.61E-03	8.60E-03	8.59E-03	8.58E-03	8.57E-03	8.55E-03	8.54E-03	8.54E-03	8.53E-03	8.53E-03	8.52E-03	8.52E-03	8.52E-03	8.51E-03	8.51E-03	8.50E-03	8.50E-03	8.50E-03	8.50E-03	8.50E-03	8.50E-03	8.50E-03	8.49E-03	8.49E-03	8.49E-03	8.49E-03	8.49E-03	8.49E-03	8.49E-03	8.49E-03	8.49E-03	8.48E-03	8.48E-03	8.48E-03	8.48E-03	
1750	7.24E-03	7.26E-03	7.24E-03	7.20E-03	7.18E-03	7.18E-03	7.17E-03	7.15E-03	7.14E-03	7.13E-03	7.13E-03	7.12E-03	7.12E-03	7.11E-03	7.11E-03	7.11E-03	7.10E-03	7.10E-03	7.10E-03	7.10E-03	7.10E-03	7.09E-03	7.09E-03	7.09E-03	7.09E-03	7.09E-03	7.09E-03	7.09E-03	7.09E-03	7.09E-03	7.08E-03	7.08E-03	7.08E-03	7.08E-03	7.08E-03	7.08E-03	7.08E-03	7.08E-03	7.08E-03	7.08E-03	
2000	6.18E-03	6.20E-03	6.17E-03	6.15E-03	6.14E-03	6.13E-03	6.12E-03	6.11E-03	6.10E-03	6.10E-03	6.09E-03	6.09E-03	6.08E-03	6.08E-03	6.08E-03	6.08E-03	6.07E-03	6.07E-03	6.07E-03	6.07E-03	6.07E-03	6.07E-03	6.07E-03	6.07E-03	6.06E-03	6.06E-03	6.06E-03	6.06E-03	6.06E-03	6.06E-03	6.06E-03	6.06E-03	6.06E-03	6.06E-03	6.06E-03	6.06E-03	6.06E-03	6.06E-03	6.06E-03	6.06E-03	
2500	4.77E-03	4.78E-03	4.76E-03	4.75E-03	4.74E-03	4.73E-03	4.73E-03	4.72E-03	4.72E-03	4.72E-03	4.71E-03	4.71E-03	4.71E-03	4.71E-03	4.71E-03	4.71E-03	4.71E-03	4.70E-03	4.70E-03	4.70E-03	4.70E-03	4.70E-03	4.70E-03	4.70E-03	4.70E-03	4.70E-03	4.70E-03	4.70E-03	4.70E-03	4.70E-03	4.70E-03	4.70E-03	4.70E-03	4.70E-03	4.70E-03	4.70E-03	4.70E-03	4.70E-03	4.71E-03	4.71E-03	
3000	3.89E-03	3.90E-03	3.89E-03	3.89E-03	3.88E-03	3.87E-03	3.87E-03	3.87E-03	3.87E-03	3.87E-03	3.86E-03	3.86E-03	3.86E-03	3.86E-03	3.86E-03	3.86E-03	3.86E-03	3.86E-03	3.86E-03	3.86E-03	3.86E-03	3.86E-03	3.86E-03	3.86E-03	3.86E-03	3.86E-03	3.86E-03	3.86E-03	3.86E-03	3.86E-03	3.86E-03	3.86E-03	3.86E-03	3.86E-03	3.86E-03	3.87E-03	3.87E-03	3.87E-03	3.87E-03	3.87E-03	
3500	3.31E-03	3.32E-03	3.32E-03	3.31E-03	3.31E-03	3.31E-03	3.31E-03	3.30E-03	3.30E-03	3.30E-03	3.30E-03	3.30E-03	3.30E-03	3.30E-03	3.30E-03	3.30E-03	3.30E-03	3.30E-03	3.30E-03	3.30E-03	3.30E-03	3.30E-03	3.30E-03	3.30E-03	3.30E-03	3.30E-03	3.31E-03	3.31E-03	3.31E-03	3.31E-03	3.31E-03	3.31E-03	3.31E-03	3.31E-03	3.31E-03	3.31E-03	3.31E-03	3.31E-03	3.31E-03	3.31E-03	
4000	2.91E-03	2.92E-03	2.92E-03	2.92E-03	2.91E-03	2.91E-03	2.91E-03	2.91E-03	2.91E-03	2.91E-03	2.91E-03	2.91E-03	2.91E-03	2.91E-03	2.91E-03	2.91E-03	2.91E-03	2.91E-03	2.91E-03	2.91E-03	2.91E-03	2.91E-03	2.91E-03	2.91E-03	2.92E-03	2.92E-03	2.92E-03	2.92E-03	2.92E-03	2.92E-03	2.92E-03	2.92E-03	2.92E-03	2.92E-03	2.92E-03	2.92E-03	2.92E-03	2.92E-03	2.92E-03	2.92E-03	
4500	2.60E-03	2.63E-03	2.63E-03	2.63E-03	2.62E-03	2.62E-03	2.62E-03	2.62E-03	2.63E-03	2.63E-03	2.63E-03	2.63E-03	2.63E-03	2.63E-03	2.63E-03	2.63E-03	2.63E-03	2.63E-03	2.63E-03	2.63E-03	2.63E-03	2.63E-03	2.63E-03	2.63E-03	2.63E-03	2.63E-03	2.63E-03	2.63E-03	2.63E-03	2.63E-03	2.63E-03	2.63E-03	2.63E-03	2.63E-03	2.63E-03	2.63E-03	2.63E-03	2.63E-03	2.63E-03	2.63E-03	
5000	2.32E-03	2.34E-03	2.34E-03	2.34E-03	2.34E-03	2.34E-03	2.34E-03	2.34E-03	2.34E-03	2.34E-03	2.34E-03	2.34E-03	2.34E-03	2.34E-03	2.35E-03	2.35E-03	2.35E-03	2.35E-03	2.35E-03	2.35E-03	2.35E-03	2.35E-03	2.35E-03	2.35E-03	2.35E-03	2.35E-03	2.35E-03	2.35E-03	2.35E-03	2.35E-03	2.35E-03	2.35E-03	2.35E-03	2.35E-03	2.35E-03	2.35E-03	2.35E-03	2.35E-03	2.35E-03	2.35E-03	
5500	1.92E-03	1.94E-03	1.94E-03	1.95E-03	1.95E-03	1.95E-03	1.95E-03	1.95E-03	1.95E-03	1.95E-03	1.95E-03	1.95E-03	1.95E-03	1.96E-03	1.96E-03	1.96E-03	1.96E-03	1.96E-03	1.96E-03	1.96E-03	1.96E-03	1.96E-03	1.96E-03	1.96E-03	1.96E-03	1.96E-03	1.96E-03	1.96E-03	1.96E-03	1.96E-03	1.96E-03	1.96E-03	1.96E-03	1.96E-03	1.96E-03	1.96E-03	1.96E-03	1.96E-03	1.96E-03	1.96E-03	
