14089 0.023956 0.38112 3.0684 266.35
14090 0.024041 0.38047 3.3577 248.71
14091 0.024125 0.38015 3.6455 231.22
14092 0.02419 0.38017 3.9326 213.88
14093 0.02431 0.38052 4.226 196.33
14094 0.024322 0.38123 4.5127 179.4
14095 0.024407 0.38228 4.8038 162.44
14096 0.024493 0.38365 5.0943 145.75
14097 0.024512 0.38531 5.3835 129.36
14098 0.024548 0.38723 5.6732 113.11
14099 0.024656 0.38935 5.9605 97.131
14100 0.024622 0.39161 6.2504 81.08
14101 0.024685 0.39397 0.25325 65.25
14102 0.024691 0.39636 0.53843 49.415
14103 0.024693 0.39872 0.82572 33.35
14104 0.024692 0.40096 1.1102 17.279
14105 0.024627 0.40303 1.3935 1.0717
14106 0.02463 0.4049 1.6795 349.73
14107 0.024549 0.4065 1.9626 333.07
14108 0.024452 0.40779 2.2474 316.11
14109 0.024412 0.40873 2.5312 299.02
14110 0.02429 0.40929 2.8168 281.69
14111 0.024147 0.40945 3.1033 264.22
14112 0.024063 0.40922 3.3873 246.91
14113 0.023892 0.4086 3.6778 229.28
14114 0.023738 0.40761 3.9657 211.93
14115 0.023572 0.40624 4.2551 194.68
14116 0.023369 0.40457 4.5478 177.45
14117 0.023208 0.4026 4.8419 160.38
14118 0.022914 0.4004 5.136 143.54
14119 0.022734 0.39803 5.4334 126.7
14120 0.022458 0.39556 5.7329 109.91
14121 0.022144 0.39308 6.0338 93.138
14122 0.021858 0.39062 0.053756 76.275
14123 0.021538 0.38827 0.35779 59.33
14124 0.021152 0.38613 0.66829 41.923
14125 0.020795 0.38425 0.97407 24.625
14126 0.020392 0.38267 1.2861 6.7679
14127 0.019982 0.38147 1.6008 353.77
14128 0.019516 0.38067 1.9129 335.46
14129 0.019067 0.38028 2.2293 316.69
14130 0.018624 0.38034 2.5477 297.64
14131 0.018082 0.38081 2.8639 278.61
14132 0.017623 0.38168 3.1851 259.27
14133 0.017119 0.38291 3.5013 240.27
14134 0.016592 0.38444 3.8245 220.96
14135 0.016086 0.38624 4.1429 202.09
14136 0.01557 0.38822 4.4609 183.44
14137 0.015047 0.39035 4.7846 164.63
14138 0.014536 0.39251 5.1023 146.35
14139 0.013955 0.39466 5.4222 128.09
14140 0.013509 0.39675 5.7428 109.87
14141 0.012914 0.3987 6.0648 91.635
14142 0.012388 0.40046 0.10297 73.426
14143 0.011904 0.402 0.42516 55.117
14144 0.01134 0.40327 0.75189 36.453
14145 0.010848 0.40425 1.0807 17.552
14146 0.010337 0.40492 1.4047 364.03
14147 0.009875 0.40527 1.7432 344.31
14148 0.009394 0.40532 2.0782 324.66
14149 0.008926 0.40505 2.4141 304.87
14150 0.008539 0.40449 2.7612 284.37
14151 0.008139 0.40366 3.1061 263.98
14152 0.007741 0.4026 3.4627 242.93
14153 0.007426 0.40132 3.8127 222.34
14154 0.007137 0.3999 4.1741 201.15
14155 0.006844 0.39833 4.5447 179.54
14156 0.006623 0.3967 4.9009 158.86
14157 0.006415 0.39502 5.2756 137.21
14158 0.006281 0.39333 5.6465 115.84
14159 0.006088 0.39173 6.0153 94.652
14160 0.006009 0.39018 0.10175 73.421
14161 0.005942 0.38879 0.47298 52.084
14162 0.00582 0.38755 0.8423 30.806
14163 0.005824 0.3865 1.2092 9.6089
14164 0.005753 0.38565 1.5666 354.11
14165 0.005777 0.38504 1.9374 332.51
14166 0.005746 0.38465 2.2894 311.92
14167 0.005743 0.3845 2.6407 291.32
14168 0.005809 0.38459 2.9938 270.58
14169 0.005805 0.38489 3.3345 250.54
14170 0.005813 0.38542 3.6755 230.5
14171 0.005904 0.38616 3.998 211.58
14172 0.005882 0.38707 4.3324 192.03
14173 0.005911 0.38814 4.649 173.57
14174 0.005918 0.38935 4.9552 155.8
14175 0.005922 0.39067 5.2707 137.54
14176 0.005902 0.39206 5.5734 120.08
14177 0.005853 0.39351 5.8615 103.5
14178 0.005859 0.39498 6.1659 86.003
14179 0.005796 0.39644 0.16179 69.968
14180 0.005731 0.39788 0.45099 53.338
14181 0.005704 0.39926 0.72571 37.518
14182 0.005657 0.40056 1.0008 21.643
14183 0.005561 0.40174 1.2771 5.648
14184 0.005562 0.40279 1.5335 356.01
14185 0.005484 0.40369 1.8015 340.41
14186 0.005473 0.40441 2.0636 325.11
14187 0.005426 0.40492 2.3107 310.65
14188 0.005427 0.40524 2.5651 295.74
14189 0.005459 0.40532 2.8197 280.8
14190 0.005428 0.40517 3.0566 266.88
14191 0.005519 0.40477 3.3055 252.25
14192 0.005579 0.40412 3.546 238.12
14193 0.005627 0.40323 3.7865 224
14194 0.005757 0.40209 4.0272 209.89
14195 0.005885 0.40075 4.2626 196.1
14196 0.005978 0.39918 4.5117 181.56
14197 0.006164 0.39744 4.7456 167.93
14198 0.006312 0.39555 4.9906 153.7
14199 0.006492 0.39354 5.243 139.08
14200 0.006664 0.39149 5.4878 124.95
14201 0.006861 0.3894 5.7355 110.69
14202 0.007102 0.38735 6.002 95.382
14203 0.007259 0.38539 6.2509 81.115
14204 0.007507 0.38357 0.23318 65.911
14205 0.007752 0.38196 0.49707 50.798
14206 0.007941 0.38059 0.76393 35.494
14207 0.008179 0.37954 1.0336 19.997
14208 0.008455 0.37883 1.3034 4.4444
14209 0.008623 0.37852 1.5796 353.68
14210 0.008905 0.3786 1.8537 337.74
14211 0.009125 0.3791 2.1262 321.82
14212 0.009374 0.38002 2.408 305.26
14213 0.009614 0.38133 2.6809 289.16
14214 0.009841 0.38301 2.9549 272.95
14215 0.010115 0.38502 3.233 256.46
14216 0.010356 0.38729 3.5039 240.39
14217 0.010544 0.3898 3.7764 224.25
14218 0.010882 0.39243 4.0453 208.35
14219 0.011049 0.39516 4.315 192.49
14220 0.011299 0.39788 4.5801 176.96
14221 0.011573 0.40054 4.8436 161.61
14222 0.011777 0.40307 5.107 146.38
14223 0.012025 0.40538 5.3704 131.23
14224 0.01227 0.40744 5.6241 116.71
14225 0.012522 0.40919 5.8887 101.64
14226 0.012772 0.41058 6.1439 87.157
14227 0.013018 0.41158 0.11606 72.692
14228 0.013303 0.41217 0.37577 57.984
14229 0.013601 0.41233 0.63111 43.504
14230 0.013836 0.41204 0.88872 28.844
14231 0.014206 0.41132 1.1456 14.167
14232 0.014512 0.41019 1.4053 364.48
14233 0.014816 0.40865 1.6656 349.4
14234 0.015225 0.40675 1.925 334.27
14235 0.015567 0.40455 2.1886 318.77
14236 0.015965 0.40208 2.4555 302.95
14237 0.016368 0.39939 2.7184 287.28
14238 0.016803 0.39656 2.9895 271.02
14239 0.017231 0.39367 3.2615 254.67
14240 0.017681 0.3908 3.5324 238.38
14241 0.018134 0.388 3.8101 221.71
14242 0.018651 0.38536 4.0867 205.17
14243 0.019073 0.38297 4.3677 188.52
14244 0.019594 0.38089 4.6483 172.02
14245 0.020095 0.37917 4.9325 155.51
14246 0.020544 0.37786 5.2184 139.09
14247 0.021058 0.377 5.5042 122.84
14248 0.02154 0.37661 5.7905 106.74
14249 0.022014 0.37668 6.0826 90.421
14250 0.022475 0.37721 0.085521 74.513
14251 0.022949 0.37816 0.37525 58.414
14252 0.023435 0.37952 0.66689 42.161
14253 0.023858 0.38122 0.95487 25.999
14254 0.024308 0.3832 1.2437 9.6282
14255 0.024811 0.38542 1.533 358.27
14256 0.025172 0.38779 1.8193 341.6
14257 0.025648 0.39025 2.1069 324.62
14258 0.026056 0.39274 2.3904 307.65
14259 0.026444 0.39519 2.6765 290.32
14260 0.026828 0.39755 2.9595 273.05
14261 0.027197 0.39974 3.24 255.85
14262 0.027542 0.40176 3.5242 238.43
14263 0.027879 0.40353 3.8032 221.4
14264 0.028138 0.40503 4.0837 204.44
14265 0.028497 0.40626 4.3635 187.72
14266 0.028713 0.40717 4.6428 171.29
14267 0.028936 0.40776 4.9213 155.15
14268 0.029216 0.40803 5.1995 139.29
14269 0.029346 0.40798 5.4781 123.64
14270 0.029535 0.40763 5.7568 108.17
14271 0.029674 0.40699 6.0336 92.939
14272 0.02979 0.40608 0.03002 77.622
14273 0.029886 0.40493 0.3091 62.332
14274 0.029936 0.40358 0.58608 47.086
14275 0.030014 0.40203 0.86691 31.494
14276 0.030043 0.40035 1.1455 15.832
14277 0.03002 0.39857 1.4254 365.09
14278 0.030046 0.39672 1.7046 348.89
14279 0.030042 0.39484 1.985 332.34
14280 0.02993 0.39298 2.2655 315.52
14281 0.029951 0.39116 2.5445 298.59
14282 0.029854 0.38946 2.8255 281.36
14283 0.029773 0.38787 3.1063 264.06
14284 0.029697 0.38647 3.3852 246.87
14285 0.029617 0.38525 3.6654 229.68
14286 0.029521 0.38425 3.9464 212.59
14287 0.029425 0.38349 4.2235 195.94
14288 0.029335 0.38301 4.5038 179.35
14289 0.029288 0.38278 4.7815 163.17
14290 0.029172 0.38283 5.0592 147.25
14291 0.029127 0.38315 5.336 131.61
14292 0.029115 0.38372 5.6114 116.24
14293 0.029044 0.38455 5.887 101.02
14294 0.029058 0.3856 6.1608 85.974
14295 0.029083 0.38686 0.14853 71.121
14296 0.029109 0.38827 0.42324 56.025
14297 0.029164 0.38983 0.69115 41.214
14298 0.029256 0.39149 0.96063 26.177
14299 0.02937 0.3932 1.2305 10.934
14300 0.029491 0.39494 1.4964 360.94
14301 0.029615 0.39665 1.7627 345.43
14302 0.029871 0.3983 2.0292 329.69
14303 0.029992 0.39985 2.2934 313.84
14304 0.030239 0.40126 2.5583 297.77
14305 0.030499 0.40252 2.8214 281.64
14306 0.030721 0.40356 3.0858 265.33
14307 0.030996 0.40439 3.3502 249
14308 0.03128 0.40495 3.612 232.86
14309 0.031564 0.40525 3.8786 216.53
14310 0.031867 0.40527 4.1424 200.55
14311 0.032152 0.40501 4.4073 184.72
14312 0.032503 0.40446 4.6754 168.95
14313 0.032812 0.40361 4.9422 153.52
14314 0.033099 0.40251 5.211 138.25
14315 0.033504 0.40116 5.4812 123.13
14316 0.033775 0.3996 5.753 108.14
14317 0.034115 0.39785 6.0259 93.235
14318 0.034471 0.39596 0.017104 78.338
14319 0.034761 0.39397 0.29322 63.36
14320 0.035105 0.39197 0.57229 48.16
14321 0.035388 0.38996 0.84963 32.913
14322 0.035719 0.38803 1.132 17.177
14323 0.035995 0.38623 1.4143 1.169
14324 0.036256 0.38462 1.6973 350.04
14325 0.036529 0.38326 1.9824 333.2
14326 0.036798 0.38218 2.2683 315.99
14327 0.036947 0.38146 2.5548 298.43
14328 0.037214 0.38107 2.8411 280.67
14329 0.037377 0.38107 3.1289 262.68
14330 0.037494 0.38146 3.4163 244.7
14331 0.037656 0.38222 3.7024 226.9
14332 0.03776 0.38334 3.9888 209.29
14333 0.037815 0.38481 4.2755 191.94
14334 0.037901 0.38657 4.5588 175.13
14335 0.037912 0.38856 4.8433 158.61
14336 0.037972 0.39075 5.1259 142.54
14337 0.037937 0.39304 5.4065 126.9
14338 0.037931 0.39542 5.6859 111.56
14339 0.037957 0.39777 5.9645 96.445
14340 0.037855 0.40005 6.2404 81.568
14341 0.037842 0.4022 0.23318 66.7
14342 0.037804 0.40417 0.50527 51.969
14343 0.037715 0.40588 0.77946 36.976
14344 0.037655 0.40729 1.0496 21.993
14345 0.037598 0.40838 1.3189 6.7979
14346 0.037507 0.40911 1.5898 356.45
14347 0.037439 0.40945 1.8569 340.77
14348 0.03732 0.4094 2.1251 324.72
14349 0.0373 0.40894 2.3935 308.38
14350 0.037159 0.40811 2.6606 291.9
14351 0.037075 0.4069 2.9287 275.2
14352 0.037053 0.40533 3.1967 258.43
14353 0.036919 0.40347 3.4655 241.65
14354 0.036862 0.40134 3.7357 224.89
14355 0.036799 0.39901 4.0041 208.44
14356 0.036733 0.39651 4.2771 191.96
14357 0.036651 0.39393 4.5494 175.83
14358 0.036588 0.39131 4.8213 160.03
14359 0.036543 0.38875 5.0986 144.23
14360 0.036477 0.38631 5.3735 128.85
14361 0.036396 0.38404 5.6514 113.55
14362 0.036403 0.38204 5.9305 98.344
14363 0.036341 0.38033 6.2108 83.178
14364 0.03628 0.37899 0.20804 68.02
14365 0.036317 0.37803 0.48991 52.726
14366 0.036246 0.3775 0.77178 37.284
14367 0.03626 0.37742 1.0551 21.553
14368 0.036232 0.37778 1.3362 5.6611
14369 0.036239 0.37855 1.6189 354.61
14370 0.036231 0.37973 1.9012 338.01
14371 0.03621 0.38128 2.1811 321.22
14372 0.036215 0.38315 2.4618 304.1
14373 0.036238 0.38526 2.7414 286.83
14374 0.036157 0.3876 3.0189 269.55
14375 0.036196 0.39006 3.2959 252.25
14376 0.036166 0.39258 3.5718 235.08
14377 0.036101 0.39511 3.8464 218.14
14378 0.036085 0.3976 4.1195 201.51
14379 0.036054 0.39997 4.3912 185.23
14380 0.035953 0.40217 4.664 169.21
14381 0.035921 0.40418 4.9323 153.74
14382 0.035817 0.40594 5.2021 138.48
14383 0.035744 0.40742 5.4711 123.51
14384 0.035628 0.40859 5.7383 108.84
14385 0.03549 0.40945 6.005 94.332
14386 0.035427 0.40997 6.2727 79.832
14387 0.035217 0.41015 0.25482 65.459
14388 0.035098 0.41 0.5215 50.937
14389 0.034969 0.40951 0.78645 36.374
14390 0.034757 0.4087 1.0531 21.513
14391 0.034605 0.40758 1.3189 6.4656
14392 0.034452 0.40619 1.5834 356.47
14393 0.034241 0.40455 1.8518 340.71
14394 0.034087 0.40268 2.1169 324.88
14395 0.033894 0.40065 2.3838 308.7
14396 0.033739 0.39846 2.6525 292.2
14397 0.033578 0.3962 2.9196 275.67
14398 0.033381 0.39388 3.1887 258.96
14399 0.033317 0.39157 3.4582 242.25
14400 0.033131 0.38932 3.7284 225.6
14401 0.033033 0.38718 3.9994 209.07
14402 0.032978 0.3852 4.2699 192.79
14403 0.032889 0.38341 4.5426 176.66
14404 0.032834 0.38186 4.8161 160.76
14405 0.032834 0.38059 5.0862 145.32
14406 0.032832 0.37963 5.3622 129.81
14407 0.032851 0.37899 5.6346 114.7
14408 0.032892 0.3787 5.9078 99.718
14409 0.032986 0.37875 6.1825 84.743
14410 0.03308 0.37915 0.17314 69.847
14411 0.033156 0.37989 0.44628 54.95
14412 0.033362 0.38097 0.72065 39.886
14413 0.033486 0.38234 0.99344 24.734
14414 0.033659 0.38397 1.2673 9.3039
14415 0.033882 0.38584 1.539 358.98
14416 0.034092 0.38789 1.8118 343.06
14417 0.034308 0.39006 2.0845 326.85
14418 0.034569 0.39232 2.3551 310.5
14419 0.034813 0.39462 2.6268 293.85
14420 0.035116 0.39689 2.8989 277
14421 0.035339 0.3991 3.1685 260.21
14422 0.035681 0.40118 3.4399 243.3
14423 0.035967 0.4031 3.7111 226.47
14424 0.036243 0.40481 3.9809 209.9
14425 0.036563 0.40626 4.2525 193.45
14426 0.03689 0.40742 4.5227 177.37
14427 0.03714 0.4083 4.7953 161.46
14428 0.037461 0.40884 5.0658 145.98
14429 0.037749 0.40905 5.3383 130.69
14430 0.037993 0.40892 5.6123 115.58
14431 0.038271 0.40844 5.8851 100.73
14432 0.038471 0.40763 6.1598 85.903
14433 0.038739 0.40651 0.15376 70.997
14434 0.038882 0.40509 0.43005 56.102
14435 0.039047 0.40342 0.70843 40.973
14436 0.03925 0.4015 0.98908 25.521
14437 0.039283 0.39942 1.2699 9.7692
14438 0.039392 0.3972 1.5534 358.78
14439 0.039472 0.3949 1.837 342.18
14440 0.039447 0.39258 2.1245 324.97
14441 0.039457 0.3903 2.4114 307.46
14442 0.039414 0.38813 2.6998 289.58
14443 0.039314 0.3861 2.9918 271.29
14444 0.039236 0.38431 3.2824 253.04
14445 0.03902 0.38276 3.5755 234.7
14446 0.038912 0.38155 3.8694 216.5
14447 0.038648 0.38068 4.1638 198.57
14448 0.038387 0.3802 4.4586 180.98
14449 0.038161 0.3801 4.7538 163.74
14450 0.037813 0.38039 5.0485 146.92
14451 0.037488 0.38107 5.3442 130.39
14452 0.037143 0.3821 5.6358 114.35
14453 0.036763 0.38347 5.9305 98.33
14454 0.036345 0.38512 6.2219 82.574
14455 0.035907 0.38698 0.22777 66.943
14456 0.035472 0.38904 0.51766 51.168
14457 0.034987 0.39121 0.80495 35.353
14458 0.03445 0.39343 1.0894 19.444
14459 0.033978 0.39564 1.3744 3.2233
14460 0.033412 0.39777 1.656 352.12
14461 0.03285 0.39979 1.9376 335.47
14462 0.032286 0.40161 2.2158 318.74
14463 0.031727 0.40323 2.4935 301.83
14464 0.031089 0.40457 2.7713 284.75
14465 0.030527 0.4056 3.0441 267.9
14466 0.029894 0.40632 3.3189 250.95
14467 0.029304 0.40672 3.5922 234.18
14468 0.028655 0.40675 3.8631 217.71
14469 0.028042 0.40647 4.1343 201.42
14470 0.027451 0.40583 4.4059 185.33
14471 0.026767 0.40489 4.6747 169.65
14472 0.026191 0.40366 4.9452 154.09
14473 0.025585 0.40217 5.2138 138.84
14474 0.024943 0.40046 5.4842 123.66
14475 0.024374 0.39859 5.7531 108.67
14476 0.023793 0.39659 6.0207 93.818
14477 0.02321 0.39452 0.0094248 78.742
14478 0.022665 0.39245 0.27646 63.902
14479 0.0221 0.39041 0.54559 48.865
14480 0.021613 0.38848 0.81594 33.645
14481 0.021073 0.38671 1.0844 18.38
14482 0.020558 0.38517 1.3528 2.9524
14483 0.020176 0.38386 1.6231 352.5
14484 0.019628 0.38284 1.891 336.76
14485 0.019242 0.38217 2.1594 320.85
14486 0.018853 0.38183 2.4261 304.93
14487 0.018431 0.38183 2.694 288.84
14488 0.018064 0.3822 2.9602 272.82
14489 0.017737 0.38289 3.2217 257.06
14490 0.017375 0.38391 3.4893 240.98
14491 0.017081 0.3852 3.7488 225.44
14492 0.016745 0.38674 4.0094 209.94
14493 0.016496 0.38848 4.2703 194.53
14494 0.016214 0.39038 4.5272 179.48
14495 0.015927 0.39237 4.7829 164.63
14496 0.015735 0.39441 5.0386 149.89
14497 0.015489 0.39643 5.2904 135.47
14498 0.015236 0.3984 5.5439 121.06
14499 0.015097 0.40027 5.7907 107.07
14500 0.014873 0.40196 6.0429 92.828
