0.4780	0.4721	0.4603	0.4665	0.4897	0.5135	0.5282	0.5394	0.5366	0.5364	0.5188	0.5184	0.5232	0.5327	0.5292	0.5370	0.5547	0.5745	0.5788	0.5701	0.0000	0.0000	0.0000	0.0000	0.4713	0.5172	0.5808	0.6380	0.6059	0.5817	0.5764	0.5464	0.5191	0.4997	0.4927	0.4869
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0336	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5855	0.7575	0.0000	0.0000	0.6590	0.8407	0.6281	0.6524	0.5687	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.8560	1.9257	1.8976	1.6005	1.0698	1.1259	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0550	1.9860	1.7218	0.7600	0.6819	0.4483	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0.0000	0.0000	0.0000	0.0000	2.1780	2.3508	2.0244	2.0674	2.1628	2.3894	2.1869	1.9805	1.3059	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.3149	2.2260	2.1029	1.8626	0.7921	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0.0000	0.0000	0.0000	0.0000	2.1915	2.3569	2.2728	2.1882	2.2366	2.3003	2.2851	2.1343	1.7276	1.0858	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0650	2.1557	2.1533	2.0240	1.6933	1.3070	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0.0000	0.0000	0.0000	2.0248	1.9671	2.0736	2.1460	2.1651	2.1668	2.1438	2.1116	1.9965	1.7092	1.1037	0.0000	0.0000	0.0000	0.0000	0.0000	1.9243	1.8383	1.9167	1.9084	1.8239	1.5680	1.0642	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0.0000	0.0000	0.0000	1.5209	1.5615	1.7311	1.8845	1.9302	1.9392	1.8945	1.7972	1.6690	1.4768	0.9071	0.0000	0.0000	0.0000	0.0000	1.5780	1.5470	1.5749	1.5189	1.4471	1.3793	1.1887	0.0000	0.6831	0.4129	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0.0000	0.0000	0.0000	1.1428	1.0276	1.1894	1.3517	1.4534	1.5131	1.4577	1.3836	1.2637	1.2156	1.1051	0.0000	0.0000	0.0000	0.0000	1.1705	1.0702	1.0438	0.9692	0.9235	0.9297	0.9521	0.6963	0.5634	0.3557	0.2710	0.3113	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0.0000	0.0000	0.8231	0.6297	0.5316	0.6388	0.7578	0.8765	0.9802	0.9483	0.8492	0.8097	0.9051	0.8615	0.8148	0.0000	0.0000	0.0000	0.6353	0.6009	0.5327	0.4908	0.5468	0.7049	0.7136	0.0000	0.0000	0.2175	0.1733	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0.0000	0.0000	0.9411	0.4483	0.3710	0.3292	0.3994	0.5096	0.5993	0.5663	0.5215	0.5790	0.6557	0.7236	0.8664	0.0000	0.2743	0.4425	0.5421	0.4848	0.4123	0.3944	0.4755	0.6047	0.5381	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
